"ISO3","Year","Arrangement.Number","Country.Name","MONA.Code","Arrangement.Type","Approval.date","Initial.End.Date","Initial.End.Year","Revised.End.Date","Duration.Of.Annual.Arrangement.From","Duration.Of.Annual.Arrangement.To","Board.Action.Date","Program.Type","Review.Type","Review.Status","Key.Code","Economic.Code","Economic.Descriptor","Description","Description.Code","Test.Date","PC.Status","Comments","Sort","EsOrder","NewTestDate","Added.At","Assessed.At","Unique.ID","Parent.ID","XDebtGNI","DebtServGNI","ResXDebt","FuelExportPct","MineralExportPct","Rohstoffabhängigkeit","unsc","unsc_t1","unsc3"
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","NT to submit to Cabinet a comprehensive, timebound strategy to validate the stock of outstanding pending bills, address public financial management shortcomings that gave rise to pending bills, and clear the verified pending bills over the medium term consistent with the consolidation path under our program.",8,"09/30/2023","NM","Proposed to be reset to end- February 2024",6,8,"30-Sep-23","R5",NA,"SB_20.70_8",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.1,"1.1. Revenue measures, excluding trade policy","KRA to develop and publish a strategy for dealing with tax arrears post its tax amnesty program ending in June 2025",4,"11/30/2024","SB",NA,7,4,"30-Nov-24","R7R8",NA,"SB_20.10_4",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","NT to release a report outlining procedures and rules for the clearance of pending bills and other government arrears",11,"02/29/2024","SB",NA,6,11,"29-Feb-24","R6",NA,"SB_20.70_11",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a budget for FY2021/22 consistent with the programed deficit target.",1,"04/30/2021","NM","Implemented with delay",6,1,"30-Apr-21","R0","R3","SB_20.80_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","Submit to Cabinet for approval the draft of the MTRS with an implementation plan and mechanisms to oversee its implementation",9,"10/30/2023","NM","Implemented with delay",6,9,"30-Oct-23","R5","R6","SB_20.70_9",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","NT to strengthen the MTRS governance and process, including by establishing a Steering Committee at ministerial level.",10,"02/29/2024","SB",NA,6,10,"29-Feb-24","R6",NA,"SB_20.70_10",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","Initiate regular quarterly reporting on pending bills, covering Ministries, Departments and Agencies (MDAs), Counties, Semi-Autonomous Government Agencies (SAGAs) and State Corporations (SCs).",1,"03/31/2021","M",NA,7,1,"31-Mar-21","R0","R1","SB_20.70_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","Publish the results of an audit of all COVID-19-related expenditures in FY2019/20.",2,"05/31/2021","MD","Implemented with delay",7,2,"31-May-21","R0","R1","SB_20.70_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","Complete a review of how the fuel pricing mechanism has been applied to date; publicly announce and constitute a taskforce to oversee the progressive elimination of the fuel subsidy within the first half of FY2022/23 and to ensure that fuel pricing actions are at all times aligned to the approved budget.",7,"08/31/2023","NM","Implemented with delay",6,7,"31-Aug-23","R5","R6","SB_20.70_7",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",20.1,"1.1. Revenue measures, excluding trade policy","Issue a circular that includes an action plan for the development of a Medium-Term Revenue Strategy (MTRS) that identifies quantified overarching revenue objectives consistent with programmed tax revenue targets, clarifies the role of each institution involved, and identifies a concrete and time-limited sequence of actions for achievement of such objectives",1,"08/30/2022","SB",NA,3,1,"30-Aug-22","R3",NA,"SB_20.10_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.1,"1.1. Revenue measures, excluding trade policy","The MTRS Steering Committee to adopt comprehensive PIT,CIT and VAT reform plans with a view to prepare the necessary legislative changes for the FY2025/26 Budget",5,"02/28/2025","SB",NA,7,5,"28-Feb-25","R7R8",NA,"SB_20.10_5",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.1,"1.1. Revenue measures, excluding trade policy","NT to submit to Parliament amendments of the PFM Act to reform the framework for in-year revisions to the budget, including by strengthening conditions and introducing rigorous precedures governing supplementary appropriations under Article 223 of the Constitution.",6,"12/31/2024","SB",NA,7,6,"31-Dec-24","R7R8",NA,"SB_20.10_6",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.3,"1.3. Expenditure measures, including arrears clearance","Issue decision to implement across MDAs, Counties, and SAGAs a common payroll system linked to IFMIS.",1,"06/30/2021","MD","Implemented with delay",7,1,"30-Jun-21","R0","R2","SB_20.30_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Increase by 30 percent the number of Level II audits of firms, using risk-based approaches to select taxpayers with focus on industry sectors with large gaps in compliance identified by the IMF VAT-Gap analysis.",2,"12/31/2021","M",NA,6,2,"31-Dec-21","R0","R2","SB_20.80_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a supplementary budget for FY2021/22 consistent with programmed deficit target.",3,"01/31/2022","M",NA,6,3,"31-Jan-22","R2","R3","SB_20.80_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.6,"1.6. Expenditure auditing, accounting, and financial controls","Submit to the Cabinet Sub-Committee on KPLC an action plan to restore KPLC’s medium-term profitability and fully cover any financing gaps (pre-existing and new) through end-2023, as identified by the updated 2022 financial evaluation.",1,"12/31/2022","NM","Implemented with delay",7,1,"31-Dec-22","R4","R5","SB_20.60_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.6,"1.6. Expenditure auditing, accounting, and financial controls","National Treasury (NT) to complete financial evaluation for fifty SCs, using their FY2022/23 audited accounts, to quantify fiscal risks emanating from SOEs and report the outcome to the Fiscal Risk Committee.",2,"06/30/2024","NM",NA,7,2,"30-Jun-24","R5","R7R8","SB_20.60_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.6,"1.6. Expenditure auditing, accounting, and financial controls","The Auditor General’s Office to conduct and publish a comprehensive audit of the use of funds in the PDF and the fuel pricing mechanism, including the triggers for price stabilization decisions.",3,"01/31/2025","SB",NA,7,3,"31-Jan-25","R7R8",NA,"SB_20.60_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a supplementary budget for FY2021/22 consistent with programmed deficit target.",3,"01/31/2022","M",NA,3,3,"31-Jan-22","R2","R3","SB_20.80_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a budget for FY2022/23 consistent with programmed deficit and revenue targets.",4,"04/30/2022","NM",NA,3,4,"30-Apr-22","R2","R3","SB_20.80_4",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",21.1,"2.1. Central bank operations and reforms","Publish a white paper outlining strategy to strengthen and modernize the monetary policy framework.",1,"06/30/2021","MD","Implemented with delay",3,1,"30-Jun-21","R0","R2","SB_21.10_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Prepare a strategy for addressing financial pressures in the SOE sector including an in-depth and forward-looking financial evaluation of the top 15-20 SOEs representing the largest financial and fiscal risks, a framework for deciding on interventions, and reforms to rationalize the SOE sector.",1,"05/31/2021","MD","Implemented with delay",3,1,"31-May-21","R0","R2","SB_24.00_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Include in the annual Budget Review and Outlook paper an expanded fiscal risk analysis that quantifies contingent liabilities stemming from high-risk SOEs and initiate coverage of PPPs.",2,"09/30/2021","MD",NA,3,2,"30-Sep-21","R0","R2","SB_24.00_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"19-Dec-22","P1","R4","BLANK","PA",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a budget for FY2020/21 consistent with the programed deficit target.",1,"Program Prior Action","M",NA,4,1,"27-Jun-26",NA,NA,"PA_20.80_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"19-Dec-22","P1","R4","BLANK","PA",24,"5. Public enterprise reform and pricing  (non financial sector)","Complete financial evaluation of the 9 SOEs with largest fiscal risk to the FY2020/21 budget, to include projection of related urgent fiscal needs in FY2020/21 supported by clear presentation of their necessity",1,"Program Prior Action","M",NA,4,1,"27-Jun-26",NA,NA,"PA_24.00_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"19-Dec-22","P1","R4","BLANK","PA",30.4,"11.4. Anti-corruption legislation/policy","Start publishing on the Public Procurement Information Portal, information reported by Procuring Entities on beneficial owners of companies awarded contracts (i.e., name, at the minimum), as per Executive Order No. 2 of 2018 and the corresponding circulars No. 02/2022 and No. 05/2022 issued by the Public Procurement Regulatory Authority.",1,"Fourth Review Prior action","M",NA,4,1,"27-Jun-26",NA,NA,"PA_30.40_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.3,"1.3. Expenditure measures, including arrears clearance","Complete stocktaking of existing projects and associated commitments in the areas of education, health, and infrastructure, enter the results in the Hyperion system, and identify projects to be rationalized.",2,"03/31/2021","M",NA,7,2,"31-Mar-21","R0","R1","SB_20.30_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.3,"1.3. Expenditure measures, including arrears clearance","NT to submit to Cabinet a comprehensive, timebound strategy to validate the stock of outstanding pending bills, address public financial management shortcomings that gave rise to pending bills, and clear the verified pending bills over the medium term consistent with the consolidation path under our program",3,"02/29/2024","NM","Implemented with delay",7,3,"29-Feb-24","R7R8","R7R8","SB_20.30_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.3,"1.3. Expenditure measures, including arrears clearance","NT to release a report outlining procedures and rules for the clearance of pending bills and other government arrears",4,"02/29/2024","NM","Implemented with delay (July)",7,4,"29-Feb-24","R7R8","R7R8","SB_20.30_4",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.6,"1.6. Expenditure auditing, accounting, and financial controls","Submit to the Cabinet Sub-Committee on KPLC an action plan to restore KPLC’s medium-term profitability and fully cover any financing gaps (pre-existing and new) through end-2023, as identified by the updated 2022 financial evaluation.",1,"07/31/2022","MOD-DATE",NA,7,1,"31-Jul-22","R3",NA,"SB_20.60_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Increase by 30 percent the number of Level II audits of firms, using risk-based approaches to select taxpayers with focus on industry sectors with large gaps in compliance identified by the IMF VAT-Gap analysis.",2,"12/31/2021","M",NA,3,2,"31-Dec-21","R0","R2","SB_20.80_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a budget and finance bill for FY2022/23 consistent with programmed deficit and revenue targets.",6,"04/30/2023","M",NA,6,6,"30-Apr-23","R4","R5","SB_20.80_6",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","NT to submit to Parliament a supplementary budget for FY2023/24 along with tax measures to safeguard achievement of the FY2023/24 deficit and revenue targets.",7,"10/30/2023","NM",NA,6,7,"30-Oct-23","R5",NA,"SB_20.80_7",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a second supplementary budget for FY2023/24 consistent with programmed deficit and revenue targets.",8,"03/31/2024","SB",NA,6,8,"31-Mar-24","R6",NA,"SB_20.80_8",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",20.8,"1.8. Budget preparation (e.g., submission or approval)","Submit to Parliament a budget and finance bill for FY2024/25 consistent with programmed deficit and revenue targets.",9,"04/30/2024","SB",NA,6,9,"30-Apr-24","R6",NA,"SB_20.80_9",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",21.1,"2.1. Central bank operations and reforms","Publish a white paper outlining strategy to strengthen and modernize the monetary policy framework.",1,"06/30/2021","MD","Implemented with delay",6,1,"30-Jun-21","R0","R2","SB_21.10_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Prepare a strategy for addressing financial pressures in the SOE sector including an in-depth and forward-looking financial evaluation of the top 15-20 SOEs representing the largest financial and fiscal risks, a framework for deciding on interventions, and reforms to rationalize the SOE sector.",1,"05/31/2021","MD","Implemented with delay",6,1,"31-May-21","R0","R2","SB_24.00_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Include in the annual Budget Review and Outlook paper an expanded fiscal risk analysis that quantifies contingent liabilities stemming from high-risk SOEs and initiate coverage of PPPs.",2,"09/30/2021","MD",NA,6,2,"30-Sep-21","R0","R2","SB_24.00_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Cabinet approval and publication of an Ownership Policy for SCs describing a new governance architecture and legal ecosystem to enable enhanced performance and transparency",3,"10/30/2023","NM","Implemented with delay",6,3,"30-Oct-23","R5","R6","SB_24.00_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Jan-24","P1","R6","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","NT to submit to Parliament and publish a report comprising a comprehensive assessment of the national government’s continued involvement or investment in, or funding of, SCs and government-linked corporations, that will (i) include specific recommendations for privatization and/or divestment, as well as for mergers, liquidations or dissolutions, transfers to counties and reversions to government departments, (ii) identify and propose solutions for the main legal and operational challenges and bottlenecks to implement the recommendations, and (iii) establish a time-bound action plan for execution.",4,"10/30/2024","SB",NA,6,4,"30-Oct-24","R5",NA,"SB_24.00_4",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Prepare a strategy for addressing financial pressures in the SOE sector including an in-depth and forward-looking financial evaluation of the top 15-20 SOEs representing the largest financial and fiscal risks, a framework for deciding on interventions, and reforms to rationalize the SOE sector.",1,"05/31/2021","MD","Implemented with delay",7,1,"31-May-21","R0","R2","SB_24.00_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Include in the annual Budget Review and Outlook paper an expanded fiscal risk analysis that quantifies contingent liabilities stemming from high-risk SOEs and initiate coverage of PPPs.",2,"09/30/2021","MD",NA,7,2,"30-Sep-21","R0","R2","SB_24.00_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Cabinet approval and publication of an Ownership Policy for SCs describing a new governance architecture and legal ecosystem to enable enhanced performance and transparency",3,"10/30/2023","SB",NA,7,3,"30-Oct-23","R5",NA,"SB_24.00_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","NT to submit to Parliament and publish a report comprising a comprehensive assessment of the national government’s continued involvement or investment in, or funding of, SCs and government-linked corporations, that will (i) include specific recommendations for privatization and/or divestment, as well as for mergers, liquidations or dissolutions, transfers to counties and reversions to government departments, (ii) identify and propose solutions for the main legal and operational challenges and bottlenecks to implement the recommendations, and (iii) establish a time-bound action plan for execution.",4,"10/30/2024","SB",NA,7,4,"30-Oct-24","R5",NA,"SB_24.00_4",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Cabinet approval and publication of an updated inventory and a new classification of SCs that will apply across the government in line with the National Treasury Strategy for improving Financial Oversight at State Corporation document.",5,"01/31/2024","NM","Proposed to be reschuduled to end-November 2024",7,5,"31-Jan-24","R7R8","R7R8","SB_24.00_5",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Submit to parliament legal amendments to anchor the new SCs Ownership Policy and other SOE Blueprint measures in the law",6,"05/31/2024","NM","Proposed to be reschuduled to end-November 2024",7,6,"31-May-24","R7R8","R7R8","SB_24.00_6",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"17-Dec-21","P1","R2","BLANK","SB",24,"5. Public enterprise reform and pricing  (non financial sector)","Include in the annual Budget Review and Outlook paper an expanded fiscal risk analysis that quantifies contingent liabilities stemming from high-risk SOEs and initiate coverage of PPPs.",2,"09/30/2021","MD",NA,2,2,"30-Sep-21","R0","R2","SB_24.00_2",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"23-Jun-21","P1","R1","BLANK","SB",20.7,"1.7. Fiscal transparency (publication, parliamentary oversight)","Ensure that comprehensive information on public tenders awarded, including beneficial ownership information of the awarded entities, are publicly available on the government procurement information portal, and that bidders are subject to dissuasive sanctions for non-compliance.",3,"06/30/2021","SB",NA,1,3,"30-Jun-21","R0",NA,"SB_20.70_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"18-Jul-22","P1","R3","BLANK","PA",24,"5. Public enterprise reform and pricing  (non financial sector)","Complete financial evaluation of the 9 SOEs with largest fiscal risk to the FY2020/21 budget, to include projection of related urgent fiscal needs in FY2020/21 supported by clear presentation of their necessity",1,"Program Prior Action","M",NA,3,1,"27-Jun-26",NA,NA,"PA_24.00_1",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
"KEN",2021,807,"KENYA",664,"ECF-EFF","2-Apr-21","1-Jun-24",2024,NA,NA,NA,"30-Oct-24","P1","R7R8","L","SB",20.1,"1.1. Revenue measures, excluding trade policy","NT and Ministry of Energy to perform and publish an assessment of the governance structure of the Petroleum Development Fund and recommend actions to strengthen its management",3,"03/31/2024","NM","Implemented with delay (August)",7,3,"31-Mar-24","R7R8","R7R8","SB_20.10_3",NA,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,1,0,1
