"ISO3","Year","unsc","unsc_t1","unsc3","ArrangementID","avgcondtype_all","nrcondtype_all","rohstoff_cond","stabil_cond","rohstoff_cond_share","stabil_cond_share","XDebtGNI","DebtServGNI","ResXDebt","FuelExportPct","MineralExportPct","Rohstoffabhängigkeit","Rohstoffabhaengigkeit"
"CMR",2005,0,0,0,563,10.9230769230769,142,44,95,44,95,44.9976813478478,4.3352,12.5290160988282,56.8647779866486,4.78205402791316,61.6468320145618,61.6468320145618
"CMR",2006,0,0,0,NA,NA,NA,0,0,0,0,47.1044341803567,14.4225,50.7600827145247,61.6106111571056,4.90759445036331,66.5182056074689,66.5182056074689
"CMR",2007,0,0,0,NA,NA,NA,0,0,0,0,53.2156908605178,7.6969,95.0152645333972,58.6794429285353,6.16185982086304,64.8413027493983,64.8413027493983
"CMR",2008,0,0,0,NA,NA,NA,0,0,0,0,56.9244171562734,1.4227,109.779667994316,1.24518390839419,12.7081290276679,13.9533129360621,13.9533129360621
"CMR",2009,0,0,0,NA,NA,NA,0,0,0,0,42.1761073594765,0.0784,113.535907056318,0.945267159471339,7.39040789002304,8.33567504949438,8.33567504949438
"CMR",2010,0,0,0,NA,NA,NA,0,0,0,0,47.2385853965951,0.272,114.183043856849,49.5472804943068,3.60510444872873,53.1523849430355,53.1523849430355
"CMR",2011,0,0,0,NA,NA,NA,0,0,0,0,51.521987603918,2.1975,103.367125077433,0.551609714806202,6.44601946508511,6.99762917989131,6.99762917989131
"CMR",2012,0,0,0,NA,NA,NA,0,0,0,0,50.0360127271229,4.043,86.9544830110998,55.5396293908856,2.13266836486717,57.6722977557528,57.6722977557528
"CMR",2013,0,0,0,NA,NA,NA,0,0,0,0,49.6745363462134,8.5462,67.0530403516837,55.9326563524093,2.07848274318292,58.0111390955922,58.0111390955922
"CMR",2014,0,0,0,NA,NA,NA,0,0,0,0,50.8323893087648,3.0687,54.9509016284584,56.3232193165714,3.963613992554,60.2868333091254,60.2868333091254
"CMR",2015,0,0,0,NA,NA,NA,0,0,0,0,45.5401468279393,4.0911,48.409325339474,45.3849961218768,4.57387519048093,49.9588713123577,49.9588713123577
"CMR",2016,0,0,0,NA,NA,NA,0,0,0,0,40.6386315268268,3.3265,28.2084014112616,7.69262542590537,7.2820530562766,14.974678482182,14.974678482182
"CMR",2017,0,0,0,760,27.4166666666667,329,47,166,47,166,39.1990216052629,5.2499,31.8093315326756,43.4494115764582,5.59093811728154,49.0403496937397,49.0403496937397
"CMR",2017,0,0,0,760,10.3076923076923,134,47,166,47,166,39.1990216052629,5.2499,31.8093315326756,43.4494115764582,5.59093811728154,49.0403496937397,49.0403496937397
"CMR",2018,0,0,0,NA,NA,NA,0,0,0,0,40.587602877028,3.9373,31.4343692468823,50.2692747814106,3.6994540520828,53.9687288334934,53.9687288334934
"CMR",2019,0,0,0,NA,NA,NA,0,0,0,0,43.3785132480415,2.918,28.7746550176534,54.0894133743251,2.87678049882067,56.9661938731458,56.9661938731458
"CMR",2020,0,0,0,NA,NA,NA,0,0,0,0,33.7388313623871,2.5008,26.9077020955959,45.6083100375046,3.30322583764507,48.9115358751497,48.9115358751497
"CMR",2021,0,0,0,NA,NA,NA,0,0,0,0,36.7308347188558,4.2269,27.9608443681917,51.8663592754246,2.0203363785866,53.8866956540112,53.8866956540112
