"ISO3","Year","unsc","unsc_t1","unsc3","ArrangementID","avgcondtype_all","nrcondtype_all","rohstoff_cond","stabil_cond","rohstoff_cond_share","stabil_cond_share","XDebtGNI","DebtServGNI","ResXDebt","FuelExportPct","MineralExportPct","Rohstoffabhängigkeit","Rohstoffabhaengigkeit"
"GHA",2016,0,0,0,NA,NA,NA,0,0,0,0,67.8769994445865,8.007,16.8290270210254,12.9823297234949,1.90382388267575,14.8861536061706,14.8861536061706
"GHA",2017,0,0,0,NA,NA,NA,0,0,0,0,70.5483652904116,9.8819,20.8005425603772,25.3456087168229,1.94503330731125,27.2906420241341,27.2906420241341
"GHA",2018,0,0,0,NA,NA,NA,0,0,0,0,67.9585174644902,10.4056,17.9337863626706,30.6056138754779,2.79589844396489,33.4015123194428,33.4015123194428
"GHA",2019,0,0,0,NA,NA,NA,0,0,0,0,76.824802732152,14.1981,23.139465185671,31.7022617995334,3.04129705781624,34.7435588573496,34.7435588573496
"GHA",2020,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GHA",2021,0,0,0,NA,NA,NA,0,0,0,0,62.7078309128346,11.0377,21.288101163547,26.6641837008799,2.90277951595568,29.5669632168356,29.5669632168356
"GHA",2022,0,0,0,NA,NA,NA,0,0,0,0,70.1154557937915,10.6705,11.9372038402218,31.0014653616144,1.8752282216153,32.8766935832297,32.8766935832297
"GHA",2023,0,0,0,856,15.1666666666667,182,24,57,24,57,64.3878615301086,9.0197,8.69027246258012,24.5298166225955,3.79789972324939,28.3277163458449,28.3277163458449
"GHA",2024,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GHA",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2002,0,0,0,NA,NA,NA,0,0,0,0,38.0284032674396,8.6437,8.32644581707585,0.0557014661652494,53.9134297315455,53.9691311977107,53.9691311977107
"GIN",2003,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2004,0,0,0,NA,NA,NA,0,0,0,0,34.5950959210535,2.0243,3.47807388641386,0.267168896482423,77.2956770112997,77.5628459077821,77.5628459077821
"GIN",2005,0,0,0,NA,NA,NA,0,0,0,0,47.9377003917167,5.0385,3.12730039628194,3.40567100019241e-05,65.0433136630908,65.0433477198008,65.0433477198008
"GIN",2006,0,0,0,NA,NA,NA,0,0,0,0,69.3862937148949,3.8805,1.25722564477921,0.307662074415899,55.8518318570931,56.159493931509,56.159493931509
"GIN",2007,0,0,0,589,4.91666666666667,59,5,10,5,10,71.1210322265015,4.0248,1.41713322716656,0.864102683278354,73.4419716903088,74.3060743735872,74.3060743735872
"GIN",2008,0,0,0,NA,NA,NA,0,0,0,0,64.1842433909581,3.9021,1.74174886120997,1.02831082278776,51.5371217304826,52.5654325532704,52.5654325532704
"GIN",2009,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2010,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2011,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2012,0,0,0,679,19.4166666666667,233,56,85,56,85,NA,NA,NA,NA,NA,NA,NA
"GIN",2012,0,0,0,679,5.0625,81,56,85,56,85,NA,NA,NA,NA,NA,NA,NA
"GIN",2012,0,0,0,679,9.42105263157895,179,56,85,56,85,NA,NA,NA,NA,NA,NA,NA
"GIN",2013,0,0,0,NA,NA,NA,0,0,0,0,80.4264477180461,5.8877,50.8711415489504,0.289553832489308,30.74770496475,31.0372587972393,31.0372587972393
"GIN",2014,0,0,0,NA,NA,NA,0,0,0,0,76.7719658952305,3.4125,53.4414584979819,0.289042432328907,34.4442960467048,34.7333384790337,34.7333384790337
"GIN",2015,0,0,0,NA,NA,NA,0,0,0,0,72.4427307469345,4.9572,32.0952810082157,0.213868655725313,36.6907365805971,36.9046052363224,36.9046052363224
"GIN",2016,0,0,0,NA,NA,NA,0,0,0,0,111.839467415368,3.1823,37.9074981302271,0.466113470861431,25.8241585170912,26.2902719879526,26.2902719879526
"GIN",2017,0,0,0,765,19.8333333333333,238,11,41,11,41,NA,NA,NA,NA,NA,NA,NA
"GIN",2018,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2019,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2020,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2021,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2022,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2023,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2024,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GIN",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"KEN",2002,0,0,0,NA,NA,NA,0,0,0,0,55.1726722640053,10.8002,17.5223654715719,16.6165342326688,2.17858807244344,18.7951223051122,18.7951223051122
"KEN",2003,0,0,0,524,3.83333333333333,46,0,29,0,29,54.132265895729,10.3024,22.0714590468592,19.1551044918056,2.9543556082054,22.109460100011,22.109460100011
"KEN",2003,0,0,0,524,6.375,102,0,29,0,29,54.132265895729,10.3024,22.0714590468592,19.1551044918056,2.9543556082054,22.109460100011,22.109460100011
"KEN",2004,0,0,0,NA,NA,NA,0,0,0,0,59.4770033484289,9.5738,21.9694668567627,0.901139664414074,5.50820095089847,6.40934061531254,6.40934061531254
"KEN",2005,0,0,0,NA,NA,NA,0,0,0,0,64.4788661639796,7.5401,27.6739618120626,18.3199226649607,1.93568467588894,20.2556073408496,20.2556073408496
"KEN",2006,0,0,0,NA,NA,NA,0,0,0,0,55.2364851257303,8.7786,35.9553028638688,7.27291530118403,2.45940713366363,9.73232243484766,9.73232243484766
"KEN",2007,0,0,0,NA,NA,NA,0,0,0,0,53.8947888046059,12.7657,44.2860507707484,4.26371122113361,2.8267779266884,7.09048914782201,7.09048914782201
"KEN",2008,0,0,0,NA,NA,NA,0,0,0,0,57.5785986473131,12.3566,37.428952039636,2.09821677072516,3.22160944495378,5.31982621567894,5.31982621567894
"KEN",2009,0,0,0,NA,NA,NA,0,0,0,0,45.9451918127805,11.1878,44.8360795474852,4.20130504014462,1.96524408325836,6.16654912340298,6.16654912340298
"KEN",2010,0,0,0,NA,NA,NA,0,0,0,0,50.3942873502834,11.7201,48.6296450219419,4.19535073962597,1.9852461441657,6.18059688379167,6.18059688379167
"KEN",2011,0,0,0,661,3.08333333333333,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"KEN",2012,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"KEN",2013,0,0,0,NA,NA,NA,0,0,0,0,47.4646425127304,17.5649,47.9030272226377,0.93827196300241,2.20574818456868,3.14402014757109,3.14402014757109
"KEN",2014,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"KEN",2015,0,0,0,NA,NA,NA,0,0,0,0,40.3273846919019,13.6387,37.9850175926342,10.4002054705089,4.08741066311494,14.4876161336238,14.4876161336238
"KEN",2016,0,0,0,NA,NA,NA,0,0,0,0,34.8650195731824,10.1351,35.8723664031553,7.46355756592411,4.26489839463264,11.7284559605568,11.7284559605568
"KEN",2017,0,0,0,NA,NA,NA,0,0,0,0,35.9950578754074,9.8572,27.1801605463288,1.00602573407941,5.36354394694724,6.36956968102665,6.36956968102665
"KEN",2018,0,0,0,NA,NA,NA,0,0,0,0,34.4147531767425,8.1006,25.973252621977,0.834754874486309,5.99535617568078,6.83011105016709,6.83011105016709
"KEN",2019,0,0,0,NA,NA,NA,0,0,0,0,31.759461841481,7.4892,26.0674293528311,7.73708033046599,4.98578217433066,12.7228625047966,12.7228625047966
"KEN",2020,0,0,0,NA,NA,NA,0,0,0,0,30.3991387830411,6.0288,21.8128323436254,6.74832493327525,5.13265627350615,11.8809812067814,11.8809812067814
"KEN",2021,1,0,1,NA,NA,NA,0,0,0,0,35.0020477795269,5.9073,23.0254823086428,0.924149796237318,6.38746779763161,7.31161759386893,7.31161759386893
"KEN",2022,1,1,1,NA,NA,NA,0,0,0,0,40.2753238373561,6.1631,19.1775689415999,1.37369379382007,6.78261238103048,8.15630617485055,8.15630617485055
"KEN",2023,0,0,0,NA,NA,NA,0,0,0,0,40.9337677377556,6.5611,17.1096987463284,1.8648287478394,5.32428005533122,7.18910880317062,7.18910880317062
"KEN",2024,0,0,0,NA,NA,NA,0,0,0,0,40.0062529666939,4.6816,23.4728753335776,1.63087288958127,5.12139249435883,6.7522653839401,6.7522653839401
"KEN",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"LSO",2002,0,0,0,NA,NA,NA,0,0,0,0,NA,7.9991,57.0281785579949,0.00340130170595996,0.0657612002029595,0.0691625019089195,0.0691625019089195
"LSO",2003,0,0,0,NA,NA,NA,0,0,0,0,NA,0.1416,65.2251160278052,0.0624084448535018,0.0974033934785549,0.159811838332057,0.159811838332057
"LSO",2004,0,0,0,NA,NA,NA,0,0,0,0,NA,1.0343,64.8410361785327,0.0175765760189479,0.0475347806597082,0.0651113566786561,0.0651113566786561
"LSO",2005,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"LSO",2006,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"LSO",2007,0,0,0,NA,NA,NA,0,0,0,0,165.048948833372,0.2917,146.28490944054,0.122346649228984,0.483044966560215,0.605391615789199,0.605391615789199
"LSO",2008,0,0,0,NA,NA,NA,0,0,0,0,161.126590593391,0.2856,138.780657968107,0.0417391701900564,0.255444865389448,0.297184035579504,0.297184035579504
"LSO",2009,0,0,0,NA,NA,NA,0,0,0,0,158.894737585637,0.3915,195.980534397518,0.0168129994467445,0.104317436196333,0.121130435643078,0.121130435643078
"LSO",2010,0,0,0,641,5.5,66,0,0,0,0,150.102435487333,0,188.561318067165,0.0769376796124365,0.442932312242704,0.51986999185514,0.51986999185514
"LSO",2010,0,0,0,641,4,56,0,0,0,0,150.102435487333,0,188.561318067165,0.0769376796124365,0.442932312242704,0.51986999185514,0.51986999185514
"LSO",2011,0,0,0,NA,NA,NA,0,0,0,0,149.796606699153,0.4916,111.095076133596,0.14791613707775,0.192080755656678,0.339996892734428,0.339996892734428
"LSO",2012,0,0,0,NA,NA,NA,0,0,0,0,150.208575358438,0,110.536017685705,0.12209171884117,0.176395233303756,0.298486952144926,0.298486952144926
"LSO",2013,0,0,0,NA,NA,NA,0,0,0,0,133.36548975517,8e-04,114.611240913035,0.0815062744684557,4.11336141524726,4.19486768971572,4.19486768971572
"LSO",2014,0,0,0,NA,NA,NA,0,0,0,0,126.292475360578,0.0237,118.549182314897,0.0376734422723571,46.9397510539114,46.9774244961838,46.9774244961838
"LSO",2015,0,0,0,NA,NA,NA,0,0,0,0,129.722773082867,3.4715,104.707485463184,0.0530542243747911,31.4254236706505,31.4784778950253,31.4784778950253
"LSO",2016,0,0,0,NA,NA,NA,0,0,0,0,136.31524774176,2.8257,68.1261134806299,0.080583696996223,0.257535354573301,0.338119051569524,0.338119051569524
"LSO",2017,0,0,0,NA,NA,NA,0,0,0,0,146.366771329494,0.0257,43.7229136234102,0.07923485972243,0.329155539469625,0.408390399192055,0.408390399192055
"LSO",2018,0,0,0,NA,NA,NA,0,0,0,0,144.434955465602,0.0347,49.7829198251556,0.0379892296059272,1.23558386743794,1.27357309704387,1.27357309704387
"LSO",2019,0,0,0,NA,NA,NA,0,0,0,0,140.51663349168,0.0229,48.8856740378065,0.0343344578962748,0.223234842534879,0.257569300431154,0.257569300431154
"LSO",2020,0,0,0,NA,NA,NA,0,0,0,0,141.096605062998,0.118,42.027661763103,0.014452161241193,0.179631190163663,0.194083351404856,0.194083351404856
"LSO",2021,0,0,0,NA,NA,NA,0,0,0,0,139.186479465407,0.1411,43.5440399322074,0.033559777615051,0.192321778563757,0.225881556178808,0.225881556178808
"LSO",2022,0,0,0,NA,NA,NA,0,0,0,0,142.373981074229,0.7984,42.6258608862953,0.0246048491285881,0.19064142421531,0.215246273343898,0.215246273343898
"LSO",2023,0,0,0,NA,NA,NA,0,0,0,0,140.722487877528,0.1895,48.1010462114031,0.0242983712046877,0.178601333491684,0.202899704696372,0.202899704696372
"LSO",2024,0,0,0,NA,NA,NA,0,0,0,0,152.474389103105,0.1825,56.8402880531113,0.0200440072118683,1.45669819893022,1.47674220614209,1.47674220614209
"LSO",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MDG",2002,0,0,0,NA,NA,NA,0,0,0,0,50.1816919379298,5.0934,7.99474632940757,1.95967332286693,1.37329736562457,3.3329706884915,3.3329706884915
"MDG",2003,0,0,0,NA,NA,NA,0,0,0,0,34.030602917475,3.1405,8.31942526816063,4.28006818205514,1.41185429792336,5.6919224799785,5.6919224799785
"MDG",2004,0,0,0,NA,NA,NA,0,0,0,0,48.7753818852156,1.9812,13.1649585735225,1.78555239202322,2.49119521107705,4.27674760310027,4.27674760310027
"MDG",2005,0,0,0,NA,NA,NA,0,0,0,0,59.1300849357677,2.8036,13.6518178836977,1.05388767197136,3.93978695499798,4.99367462696934,4.99367462696934
"MDG",2006,0,0,0,571,11.9166666666667,143,2,47,2,47,62.1028389370244,14.4483,38.1916091358978,5.51020605465603,3.60694833869441,9.11715439335044,9.11715439335044
"MDG",2007,0,0,0,NA,NA,NA,0,0,0,0,66.7027353570049,34.2661,36.3027137951431,7.22250240687378,3.31374246344962,10.5362448703234,10.5362448703234
"MDG",2008,0,0,0,NA,NA,NA,0,0,0,0,74.357353960806,24.1949,38.7795962824066,5.84769983081265,2.99429861711979,8.84199844793244,8.84199844793244
"MDG",2009,0,0,0,NA,NA,NA,0,0,0,0,62.4116975958196,22.7852,34.4966645421389,4.51286687984066,2.82139609258415,7.33426297242481,7.33426297242481
"MDG",2010,0,0,0,NA,NA,NA,0,0,0,0,57.8748945101807,15.4032,37.118325144629,5.90511790300301,8.407930499621,14.313048402624,14.313048402624
"MDG",2011,0,0,0,NA,NA,NA,0,0,0,0,56.4830925951893,15.0095,39.5676987497473,6.39082701978839,9.62871472992812,16.0195417497165,16.0195417497165
"MDG",2012,0,0,0,NA,NA,NA,0,0,0,0,52.6517140811255,15.6446,35.1702533621386,6.85539091439205,19.1029482349438,25.9583391493358,25.9583391493358
"MDG",2013,0,0,0,NA,NA,NA,0,0,0,0,56.3675817900932,11.7338,26.3943251001083,4.4367725808305,29.9469137490599,34.3836863298904,34.3836863298904
"MDG",2014,0,0,0,NA,NA,NA,0,0,0,0,61.9694322111234,9.6406,26.111352617511,3.75711607521926,35.8201508250248,39.5772669002441,39.5772669002441
"MDG",2015,0,0,0,NA,NA,NA,0,0,0,0,61.2203788365078,6.7809,27.6611796721879,2.97134413180539,33.9889516567676,36.960295788573,36.960295788573
"MDG",2016,0,0,0,742,14.2142857142857,199,37,61,37,61,60.8346984831423,6.8678,39.7637876951396,2.55520071174556,24.9275155512368,27.4827162629824,27.4827162629824
"MDG",2016,0,0,0,742,2.8,42,37,61,37,61,60.8346984831423,6.8678,39.7637876951396,2.55520071174556,24.9275155512368,27.4827162629824,27.4827162629824
"MDG",2017,0,0,0,NA,NA,NA,0,0,0,0,65.3434015072915,5.2318,47.3017813033826,1.83435774159362,23.3050125115698,25.1393702531634,25.1393702531634
"MDG",2018,0,0,0,NA,NA,NA,0,0,0,0,67.8415046683582,7.2756,46.7616236484279,2.32534103909142,25.0397521272223,27.3650931663137,27.3650931663137
"MDG",2019,0,0,0,NA,NA,NA,0,0,0,0,62.6013230457128,6.9544,41.8599371205685,2.9314013074363,27.0785964227918,30.0099977302281,30.0099977302281
"MDG",2020,0,0,0,NA,NA,NA,0,0,0,0,49.0107073650291,5.6392,40.9127962327259,1.7001839819329,17.5126752610862,19.2128592430191,19.2128592430191
"MDG",2021,0,0,0,806,4.46153846153846,58,40,59,40,59,55.2158585927485,4.3029,43.6790686321069,1.17584586276708,31.3612347027315,32.5370805654986,32.5370805654986
"MDG",2021,0,0,0,806,8.71428571428571,122,40,59,40,59,55.2158585927485,4.3029,43.6790686321069,1.17584586276708,31.3612347027315,32.5370805654986,32.5370805654986
"MDG",2022,0,0,0,NA,NA,NA,0,0,0,0,70.4708546790091,3.0262,36.3904955127937,2.24692128137179,38.6910739823686,40.9379952637404,40.9379952637404
"MDG",2023,0,0,0,NA,NA,NA,0,0,0,0,62.7622147594312,1.9979,40.9361875163185,2.33410330754239,39.3062064198727,41.6403097274151,41.6403097274151
"MDG",2024,0,0,0,887,6.75,81,21,47,21,47,57.5370213293734,1.5271,41.85063947352,2.55012561538512,32.8646357716195,35.4147613870046,35.4147613870046
"MDG",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MOZ",2002,0,0,0,NA,NA,NA,0,0,0,0,73.309162757423,8.4913,16.190952764269,13.3385853092917,45.0710523770754,58.4096376863671,58.4096376863671
"MOZ",2003,0,0,0,NA,NA,NA,0,0,0,0,70.1683599479183,7.8717,17.5365301195872,13.0197593239368,54.8763997123292,67.896159036266,67.896159036266
"MOZ",2004,0,0,0,544,19,228,4,42,4,42,72.0520001612374,13.0988,19.3590661440903,12.4214437884527,61.5258863677345,73.9473301561872,73.9473301561872
"MOZ",2005,0,0,0,NA,NA,NA,0,0,0,0,72.0092609780982,11.6705,18.0229920753126,14.9128661991674,59.4119247777805,74.3247909769479,74.3247909769479
"MOZ",2006,0,0,0,NA,NA,NA,0,0,0,0,67.3498976872689,11.7377,24.7199686932108,14.6620455439789,59.89562468604,74.5576702300189,74.5576702300189
"MOZ",2007,0,0,0,NA,NA,NA,0,0,0,0,66.1203821840516,9.0782,26.8270251264371,15.4818802550736,63.9600174907897,79.4418977458633,79.4418977458633
"MOZ",2008,0,0,0,NA,NA,NA,0,0,0,0,64.981416499828,9.1148,26.0797841137184,10.8435592127921,57.1767016900715,68.0202609028636,68.0202609028636
"MOZ",2009,0,0,0,NA,NA,NA,0,0,0,0,67.898572768141,8.0381,27.5710997852061,17.4275034733367,3.89577007455685,21.3232735478935,21.3232735478935
"MOZ",2010,0,0,0,NA,NA,NA,0,0,0,0,73.8373532681892,5.4328,20.1684538808784,19.6535941900502,54.4350322992141,74.0886264892643,74.0886264892643
"MOZ",2011,0,0,0,NA,NA,NA,0,0,0,0,84.4062119333019,2.2489,19.2434110128692,16.2781018823468,50.6164892492421,66.8945911315889,66.8945911315889
"MOZ",2012,0,0,0,NA,NA,NA,0,0,0,0,105.934588060511,1.8988,14.9669235857298,27.8069556417501,38.9540091086089,66.760964750359,66.760964750359
"MOZ",2013,0,0,0,NA,NA,NA,0,0,0,0,109.38537659913,2.5889,11.5721008393731,33.4629142605243,31.0274419767266,64.4903562372509,64.4903562372509
"MOZ",2014,0,0,0,NA,NA,NA,0,0,0,0,116.356855242217,1.6105,9.31635080828559,30.0376104079026,34.424834860925,64.4624452688276,64.4624452688276
"MOZ",2015,0,0,0,NA,NA,NA,0,0,0,0,98.7612036510901,2.6217,6.715252281864,31.0071856421793,38.1666974909423,69.1738831331216,69.1738831331216
"MOZ",2016,0,0,0,NA,NA,NA,0,0,0,0,110.394358201481,2.0167,4.71570646184642,27.8780163383368,32.537015600755,60.4150319390918,60.4150319390918
"MOZ",2017,0,0,0,NA,NA,NA,0,0,0,0,105.745640702087,3.1808,7.18728867176433,51.1579324800007,30.2596151140669,81.4175475940676,81.4175475940676
"MOZ",2018,0,0,0,NA,NA,NA,0,0,0,0,124.607457525372,3.4122,6.10974752335492,39.4919610313499,27.2619529507557,66.7539139821056,66.7539139821056
"MOZ",2019,0,0,0,NA,NA,NA,0,0,0,0,105.591171401921,3.8448,7.00398240753184,41.7750444782821,30.5783345210747,72.3533789993568,72.3533789993568
"MOZ",2020,0,0,0,NA,NA,NA,0,0,0,0,99.906146051979,4.006,6.75971794054006,36.8617331036982,34.9241235099286,71.7858566136268,71.7858566136268
"MOZ",2021,0,0,0,NA,NA,NA,0,0,0,0,112.078964458333,3.9977,5.86850349468397,41.1381955498654,34.7879108669746,75.92610641684,75.92610641684
"MOZ",2022,0,0,0,828,9.16666666666667,110,3,28,3,28,135.274535098995,2.3487,4.43318049163302,50.7186898345651,30.4675661590987,81.1862559936638,81.1862559936638
"MOZ",2023,0,0,0,NA,NA,NA,0,0,0,0,106.026083626657,2.0913,5.35358010362426,57.6135156555006,23.2868932752681,80.9004089307687,80.9004089307687
"MOZ",2024,0,0,0,NA,NA,NA,0,0,0,0,95.6303976635291,1.7369,5.50818681520143,58.9003236000415,23.2777710502032,82.1780946502447,82.1780946502447
"MOZ",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2002,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2003,0,0,0,525,2.6,13,0,3,0,3,NA,NA,NA,NA,NA,NA,NA
"MRT",2004,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2005,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2006,0,0,0,574,3.91666666666667,47,4,10,4,10,NA,NA,NA,NA,NA,NA,NA
"MRT",2007,0,0,0,NA,NA,NA,0,0,0,0,86.0640556779132,42.9232,8.07507589707441,25.0244060870066,53.8583464092032,78.8827524962098,78.8827524962098
"MRT",2008,0,0,0,NA,NA,NA,0,0,0,0,94.1202110004251,40.3153,6.96726413345285,20.0629304074443,55.4904530517892,75.5533834592335,75.5533834592335
"MRT",2009,0,0,0,NA,NA,NA,0,0,0,0,82.0086176018151,33.1049,7.57039415358967,15.7158937808407,11.3512173171589,27.0671110979996,27.0671110979996
"MRT",2010,0,0,0,634,8.91666666666667,107,5,18,5,18,93.4207451334608,30.5273,8.09372148959162,14.4296063553899,35.3547808620966,49.7843872174865,49.7843872174865
"MRT",2010,0,0,0,634,6.23076923076923,81,5,18,5,18,93.4207451334608,30.5273,8.09372148959162,14.4296063553899,35.3547808620966,49.7843872174865,49.7843872174865
"MRT",2011,0,0,0,NA,NA,NA,0,0,0,0,98.485329604158,26.6945,13.4204849202352,4.38706517156351,7.61434261921362,12.0014077907771,12.0014077907771
"MRT",2012,0,0,0,NA,NA,NA,0,0,0,0,110.788122743421,24.4202,22.6454432152982,13.153296159352,51.2249230139277,64.3782191732797,64.3782191732797
"MRT",2013,0,0,0,NA,NA,NA,0,0,0,0,102.398824183169,23.2118,22.0654365717909,2.54249598571643,64.2633912019786,66.805887187695,66.805887187695
"MRT",2014,0,0,0,NA,NA,NA,0,0,0,0,91.610371363604,22.6291,14.0213256637451,2.78774056131248,50.5502707437565,53.338011305069,53.338011305069
"MRT",2015,0,0,0,NA,NA,NA,0,0,0,0,77.3467864944966,21.7451,16.466813550226,4.36087402426154,40.9750242282128,45.3358982524743,45.3358982524743
"MRT",2016,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2017,0,0,0,764,15.75,189,0,46,0,46,NA,NA,NA,NA,NA,NA,NA
"MRT",2017,0,0,0,764,9.23076923076923,120,0,46,0,46,NA,NA,NA,NA,NA,NA,NA
"MRT",2018,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2019,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MRT",2020,0,0,0,NA,NA,NA,0,0,0,0,86.7761681322741,18.9128,26.2651150319926,0.336546338455087,42.4009407093743,42.7374870478294,42.7374870478294
"MRT",2021,0,0,0,NA,NA,NA,0,0,0,0,88.3068737571235,3.7678,42.5960674302831,0.314621738979646,62.9785687040529,63.2931904430325,63.2931904430325
"MRT",2022,0,0,0,NA,NA,NA,0,0,0,0,102.025899125696,4.5272,NA,0.623249770541956,39.470645411406,40.0938951819479,40.0938951819479
"MRT",2023,0,0,0,NA,NA,NA,0,0,0,0,92.1654445146742,5.6284,NA,0.479637265150761,38.0527188819004,38.5323561470512,38.5323561470512
"MRT",2024,0,0,0,NA,NA,NA,0,0,0,0,93.5988355881472,4.7834,NA,0.520317315307166,33.7483319050619,34.2686492203691,34.2686492203691
"MRT",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"MWI",2002,0,0,0,NA,NA,NA,0,0,0,0,NA,4.1673,5.71799987396084,0.0177546819487274,0.269744707847486,0.287499389796213,0.287499389796213
"MWI",2003,0,0,0,NA,NA,NA,0,0,0,0,NA,1.8535,4.0946585892019,0.113642390702768,0.103044705457276,0.216687096160044,0.216687096160044
"MWI",2004,0,0,0,NA,NA,NA,0,0,0,0,NA,1.1124,3.88178487672658,0.299259342979992,0.321710246678735,0.620969589658727,0.620969589658727
"MWI",2005,0,0,0,559,9.25,111,0,25,0,25,NA,1.3504,5.16994161628928,0.0204440152807278,0.195519483895518,0.215963499176246,0.215963499176246
"MWI",2006,0,0,0,NA,NA,NA,0,0,0,0,NA,8.0404,16.3029193416539,0.147388673915268,0.103519814903851,0.250908488819119,0.250908488819119
"MWI",2007,0,0,0,NA,NA,NA,0,0,0,0,NA,7.0199,26.1597608648988,0.0380878763509734,0.0158415905432311,0.0539294668942045,0.0539294668942045
"MWI",2008,0,0,0,NA,NA,NA,0,0,0,0,NA,8.4441,25.5243434483876,0.0272527561129214,0.0211694043715299,0.0484221604844513,0.0484221604844513
"MWI",2009,0,0,0,NA,NA,NA,0,0,0,0,NA,5.8543,14.2668194014776,0.113743766090584,0.787664435165699,0.901408201256283,0.901408201256283
"MWI",2010,0,0,0,632,1.8,18,0,8,0,8,NA,4.2124,31.8727218660653,0.194092632314477,9.78759288872105,9.98168552103553,9.98168552103553
"MWI",2010,0,0,0,632,0.666666666666667,8,0,8,0,8,NA,4.2124,31.8727218660653,0.194092632314477,9.78759288872105,9.98168552103553,9.98168552103553
"MWI",2011,0,0,0,NA,NA,NA,0,0,0,0,NA,3.1313,17.8835794565902,0.0985652602278643,8.81717154535936,8.91573680558722,8.91573680558722
"MWI",2012,0,0,0,689,3.66666666666667,44,0,49,0,49,NA,1.6135,18.3682388432475,0.0920461716617677,10.9638195846174,11.0558657562792,11.0558657562792
"MWI",2012,0,0,0,689,2.78571428571429,39,0,49,0,49,NA,1.6135,18.3682388432475,0.0920461716617677,10.9638195846174,11.0558657562792,11.0558657562792
"MWI",2012,0,0,0,689,3.9375,63,0,49,0,49,NA,1.6135,18.3682388432475,0.0920461716617677,10.9638195846174,11.0558657562792,11.0558657562792
"MWI",2012,0,0,0,689,7.65,153,0,49,0,49,NA,1.6135,18.3682388432475,0.0920461716617677,10.9638195846174,11.0558657562792,11.0558657562792
"MWI",2013,0,0,0,NA,NA,NA,0,0,0,0,NA,1.3437,27.4207310045394,0.0365527439299261,11.3740204477911,11.410573191721,11.410573191721
"MWI",2014,0,0,0,NA,NA,NA,0,0,0,0,NA,1.2954,37.0956260203114,0.042371121340196,3.01877107061923,3.06114219195943,3.06114219195943
"MWI",2015,0,0,0,NA,NA,NA,0,0,0,0,NA,0.7356,39.5689224395441,0.104381619365554,0.177886221046924,0.282267840412478,0.282267840412478
"MWI",2016,0,0,0,NA,NA,NA,0,0,0,0,NA,2.3821,33.0491029747068,0.0979420401476056,1.03700262392103,1.13494466406864,1.13494466406864
