"ISO3","Year","Arrangement Number","Key Code","Economic Descriptor","Description","rohstoff_desc","rohstoff_text","rohstoff_cond","stabil_desc","stabil_text","stabil_cond","sonstige_cond"
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2024 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Fully implement in all spending units e-SISTAFE tools for budgetary planning (annual) and for financial programming (quarterly).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11.2. Natural resource and agricultural policies (excl. public enterprises and pricing)","Submit to Parliament the law on the Sovereign Wealth Fund on LNG resources.",1,1,1,0,0,0,0
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to Parliament an amended AML/CFT law updating the legal framework including to bring the definition of beneficial ownership in line with the FATF AML/CFT international standard  and strengthen the framework for implementation of targeted financial sanctions.",0,0,0,0,0,0,1
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Identify items on which VAT exemptions and domestic zero-ratings will be eliminated.",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Submit to parliament an amended VAT law to implement the elimination of VAT exemptions and zero-ratings to ensure the reform is effective starting on January 1st, 2023",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Approval by parliament of amendments to the wage bill law, adjusting the percentage of the reference salary, which is applied to the calculation of the representation subsidy, for statutorily appointed and elected holders of public office.",0,1,1,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Incorporation of all public sector servants into the electronic payroll system (e-folha).",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.7. Fiscal transparency (publication, parliamentary oversight)","Complete and publication of the independent audit of COVID spending.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.1. Revenue measures, excluding trade policy","Fully implement the elimination of VAT exemptions and zero-ratings identified through the 2022 prior action",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Extend the implementation of the new e-tax system (including filing electronic tax returns and payments) to all taxes and tax administration offices.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Approval of Ministerial Regulation (Diploma) to determine the reference price of extractive industry upon which the tax base is calculated on the basis of international prices instead of the current practice of using the firm's last sale price (newly proposed structural benchmark).",0,1,1,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2023 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2024 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","General audit and ""proof of life"" of all public sector servants, to be completed and reported on by the Inspector-General of Finances (IGF) (newly proposed structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Submit to Council of Ministers an action plan to address the wage bill overrun consistent with the fiscal consolidation path under the program and anchor efforts to bring the wage bill to around 10 percent of GDP over the medium-term (newly proposed structural benchmark).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.5. Debt Management","The National Directorate for Treasury to prepare weekly cash flow forecasts extending at least three months ahead to be rolled forward at least monthly in line with FAD recommendation (newly proposed structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Fully implement in all spending units e-SISTAFE tools for budgetary planning (annual) and for financial programming (quarterly).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11.2. Natural resource and agricultural policies (excl. public enterprises and pricing)","Submit to Parliament the law on the Sovereign Wealth Fund on LNG resources.",1,1,1,0,0,0,0
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to Parliament an amended AML/CFT law updating the legal framework including to bring the definition of beneficial ownership in line with the FATF AML/CFT international standard  and strengthen the framework for implementation of targeted financial sanctions.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish the financial risks indicators (as referenced in the MEFP, ¶43) for the complete list of entities comprising the SOEs and other public bodies as published in the CGE Mapa I-06 (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publication of 2020 and 2021 external audit reports of COVID 19 emergency expenditure, including all findings except for those possibly involving financial responsibility (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Make adequate, accurate and up-to-date information on beneficial ownership publicly available at the centralized registry (Registro das Entidades) in line with the FATF standards (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Identify items on which VAT exemptions and domestic zero-ratings will be eliminated.",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Submit to parliament an amended VAT law to implement the elimination of VAT exemptions and zero-ratings to ensure the reform is effective starting on January 1st, 2023",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Approval by parliament of amendments to the wage bill law, adjusting the percentage of the reference salary, which is applied to the calculation of the representation subsidy, for statutorily appointed and elected holders of public office.",0,1,1,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Incorporation of all public sector servants into the electronic payroll system (e-folha).",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.7. Fiscal transparency (publication, parliamentary oversight)","Complete and publication of the independent audit of COVID spending.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.1. Revenue measures, excluding trade policy","Fully implement the elimination of VAT exemptions and zero-ratings identified through the 2022 prior action",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Extend the implementation of the new e-tax system (including filing electronic tax returns and payments) to all taxes and tax administration offices.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Approval of Ministerial Regulation (Diploma) to determine the reference price of extractive industry upon which the tax base is calculated on the basis of international prices instead of the current practice of using the firm's last sale price (newly proposed structural benchmark).",0,1,1,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2023 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2024 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","General audit and ""proof of life"" of all public sector servants, to be completed and reported on by the Inspector-General of Finances (IGF) (newly proposed structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Submit to Council of Ministers an action plan to address the wage bill overrun consistent with the fiscal consolidation path under the program and anchor efforts to bring the wage bill to around 10 percent of GDP over the medium-term (newly proposed structural benchmark).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.5. Debt Management","The National Directorate for Treasury to prepare monthly cash flow forecasts extending at least three months ahead to be rolled forward at least monthly in line with FAD recommendation (modified structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Fully implement in all spending units e-SISTAFE tools for budgetary planning (annual) and for financial programming (quarterly).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11.2. Natural resource and agricultural policies (excl. public enterprises and pricing)","Submit to Parliament the law on the Sovereign Wealth Fund on LNG resources.",1,1,1,0,0,0,0
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to Parliament an amended AML/CFT law updating the legal framework including to bring the definition of beneficial ownership in line with the FATF AML/CFT international standard  and strengthen the framework for implementation of targeted financial sanctions.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish the financial risks indicators of SOEs where the State and IGEPE wholly owns the entity or is a majority shareholder (50 percent or above).(modified structural benchmark)",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publication of 2020 and 2021 external audit reports of COVID 19 emergency expenditure, including all findings except for those possibly involving financial responsibility (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Make adequate, accurate and up-to-date information on beneficial ownership publicly available at the centralized registry (Registro das Entidades) in line with the FATF standards (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to the Council of Ministers and publish in the Government Gazette a Decree Law ensuring collection of adequate, accurate and up-to-date beneficial ownership information of legal persons in the Centralized Registry Legal Entities (CREL) in line with FATF Recommendation 24.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish quarterly adequate, accurate and up-to-date information (on a freely accessible website) on the beneficial owners of the entities awarded general government procurement contracts above 60 mn MT, except defense and security-related contracts (as referenced in MEFP, ¶ 7), (newly proposed structural benchmark)",0,0,0,0,0,0,1
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Identify items on which VAT exemptions and domestic zero-ratings will be eliminated.",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.1. Revenue measures, excluding trade policy","Submit to parliament an amended VAT law to implement the elimination of VAT exemptions and zero-ratings to ensure the reform is effective starting on January 1st, 2023",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Approval by parliament of amendments to the wage bill law, adjusting the percentage of the reference salary, which is applied to the calculation of the representation subsidy, for statutorily appointed and elected holders of public office.",0,1,1,1,0,1,0
"MOZ",2022,828,"PA","1.3. Expenditure measures, including arrears clearance","Incorporation of all public sector servants into the electronic payroll system (e-folha).",0,0,0,1,0,1,0
"MOZ",2022,828,"PA","1.7. Fiscal transparency (publication, parliamentary oversight)","Complete and publication of the independent audit of COVID spending.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.1. Revenue measures, excluding trade policy","Fully implement the elimination of VAT exemptions and zero-ratings identified through the 2022 prior action",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Extend the implementation of the new e-tax system (including filing electronic tax returns and payments) to all taxes and tax administration offices.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Implement the digital interface (Portal do contribuinte) to allow all taxpayers to file and pay all taxes electronically.",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.2. Revenue administration, including customs","Approval of Ministerial Regulation (Diploma) to determine the reference price of extractive industry upon which the tax base is calculated on the basis of international prices instead of the current practice of using the firm's last sale price (newly proposed structural benchmark).",0,1,1,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2023 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Include in the 2024 budget document and all implementing documents the public service hiring limit of one out of three leaving employees except in the sectors of education, health, justice administration and agriculture.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","General audit and ""proof of life"" of all public sector servants, to be completed and reported on by the Inspector-General of Finances (IGF) (newly proposed structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","General audit and ""proof of life"" of all public sector servants, to be completed and reported on by the Inspector-General of Finances (IGF) (newly proposed structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.3. Expenditure measures, including arrears clearance","Submit to Council of Ministers an action plan to address the wage bill overrun consistent with the fiscal consolidation path under the program and anchor efforts to bring the wage bill to around 10 percent of GDP over the medium-term (newly proposed structural benchmark).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.5. Debt Management","The National Directorate for Treasury to prepare monthly cash flow forecasts extending at least three months ahead to be rolled forward at least monthly in line with FAD recommendation (modified structural benchmark).",0,0,0,1,0,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Establish the quarterly Treasury Budget which will determine limits on quarterly commitments to be operationalized, and eliminate ex-ante weekly commitment limits in the budget law for 2023 and in the corresponding budget execution decree.",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","1.6. Expenditure auditing, accounting, and financial controls","Fully implement in all spending units e-SISTAFE tools for budgetary planning (annual) and for financial programming (quarterly).",0,0,0,1,1,1,0
"MOZ",2022,828,"SB","5. Public enterprise reform and pricing  (non financial sector)","Publication by MEF (in the Public Debt Report) informmation on arrears between (I) each pairs of 11 large SOEs, and (ii) those SOWs and government, covering the period of 2021-2023, as reference in the MEFP 50.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","5. Public enterprise reform and pricing  (non financial sector)","On SOEs procurement: (i) by end-February 2025, publication by MEF of a Ministerial Diploma requiring IGEPE and each SOE (fully- or majority- owned with an ownership share of 50 percent or above) to publish on their website (freely accessibble) (a) the procurement policies within 15 days following the IGEPE's approval, and (b) annual procurement plans within the first 2 months of each FY; (ii) by end-Decemeber 2024, publication of the procurement policies by IGEPE (on its website freely accessible) for 10 SOEs.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11. Other structural measures","Submit to Parliament an amendment to the Public Probity Law to : (i) clarify to which individuals the various requirements apply; (ii) strengthen the definition of conflict of interest; (iii) require submission of declarations of financial interests by new public servants upon hiring; (iv) establish published procedures for reporting conflicts of interest.",0,0,0,0,1,1,0
"MOZ",2022,828,"SB","11.2. Natural resource and agricultural policies (excl. public enterprises and pricing)","Submit to Parliament the law on the Sovereign Wealth Fund on LNG resources.",1,1,1,0,0,0,0
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to Parliament an amended AML/CFT law updating the legal framework including to bring the definition of beneficial ownership in line with the FATF AML/CFT international standard  and strengthen the framework for implementation of targeted financial sanctions.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish the financial risks indicators of SOEs where the State and IGEPE wholly owns the entity or is a majority shareholder (50 percent or above).(modified structural benchmark)",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish the financial risks indicators of SOEs where the State and IGEPE wholly owns the entity or is a majority shareholder (50 percent or above).(modified structural benchmark)",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publication of 2020 and 2021 external audit reports of COVID 19 emergency expenditure, including all findings except for those possibly involving financial responsibility (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Make adequate, accurate and up-to-date information on beneficial ownership publicly available at the centralized registry (Registro das Entidades) in line with the FATF standards (newly proposed structural benchmark).",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Submit to the Council of Ministers and publish in the Government Gazette a Decree Law ensuring collection of adequate, accurate and up-to-date beneficial ownership information of legal persons in the Centralized Registry Legal Entities (CREL) in line with FATF Recommendation 24.",0,0,0,0,0,0,1
"MOZ",2022,828,"SB","11.4. Anti-corruption legislation/policy","Publish quarterly adequate, accurate and up-to-date information (on a freely accessible website) on the beneficial owners of the entities awarded general government procurement contracts above 60 mn MT, except defense and security-related contracts (as referenced in MEFP, ¶ 7), (newly proposed structural benchmark)",0,0,0,0,0,0,1
"RWA",2002,529,"PA","1.1. Revenue measures, excluding trade policy","2 of 3. Ratify a revised 2002 budget to include VAT rate increased from 15 percent to 17 percent.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","1.1. Revenue measures, excluding trade policy","3 of 3. Ratify a revised 2002 budget to include reduction in the corporate income tax rate from 40 percent to 35 percent, announced.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","1.6. Expenditure auditing, accounting, and financial controls","Issue guidelines determining qualification and priority for payment of outstanding government obligations for payment, eliminating discretion.",0,1,1,1,0,1,0
"RWA",2002,529,"PA","2.1. Central bank operations and reforms","Bring reserve money to or below indicative ceiling for end-June 2002.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","8. International trade policy, excluding customs reforms","1 of 3: Ratify a revised 2002 budget to include import tariff bands at 0, 5, 15, and 30 percent in line with initial CET",0,0,0,0,1,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Incorporate any extrabudgetary and off-budget projects and transactions identified by the recent stocktaking exercise into the budget to the extent appropriate.",0,0,0,1,1,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Develop and implement a mechanism to ensure that all borrowing by district governments is reported to the central government on a monthly basis.",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Start publishing statistics of government financial operations, following the Government Finance Statistics (GFS) format, on a quarterly basis.",0,0,0,1,0,1,0
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","To improve the management of the large volume of nonperforming loans, commmission a comprehensive financial sector study, together with the World Bank.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Conduct full audits of three banks.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Ensure that the National Bank of Rwanda, the Ministry of Finance and Economic Planning, the Ministry of Justice, and the Bankers' Association will jointly prepare an action plan to improve the legal environment to facilitate stronger loan recovery.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.2. Restructuring and privatization of financial institutions","Finalize restructuring plan for a specified commercial bank consistent with understandings with IMF staff",0,0,0,0,0,0,1
"RWA",2002,529,"SPC","1.1. Revenue measures, excluding trade policy","Enact a budget for 2003, which specifically contains the following elements:  1)  excise tax on sales of new and used cars, with rates of 5, 10, and 15 percent, depending on engine size (less than 1500cc, 1500cc to 2500cc, and above 2500cc), on vehicle sales.",0,0,0,1,1,1,0
"RWA",2002,529,"SPC","1.1. Revenue measures, excluding trade policy","Enact a budget for 2003, which specifically contains the following elements:  2)  reform the tax on professional remuneration (TPR) law to make all salary allowances in cash and in kind fully subject to the TPR.  Pass the reform in form of an amended TPR law.",0,0,0,1,1,1,0
"RWA",2002,529,"SPC","1.1. Revenue measures, excluding trade policy","Enact a budget for 2003, which specifically contains the following elements:  3)  revoke the decrease in the beer excise tax rate and start collecting again at a rate of 57 percent, if revenue collection during June-October 2002 does not meet the target set out in the TMU.",0,0,0,1,1,1,0
"RWA",2002,529,"SPC","1.1. Revenue measures, excluding trade policy","Complete a comprehensive review of all tax exonerations, exemptions and incentives under tax laws and investment agreements; and remove and/or modify such special tratment, based on appropriate analysis.",0,0,0,1,0,1,0
"RWA",2002,529,"SPC","1.6. Expenditure auditing, accounting, and financial controls","Prepare financial instructions as provided for by the relevant laws in order to promote effective expenditure control.",0,0,0,1,0,1,0
"RWA",2002,529,"PA","1.1. Revenue measures, excluding trade policy","2 of 3. Ratify a revised 2002 budget to include VAT rate increased from 15 percent to 17 percent.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","1.1. Revenue measures, excluding trade policy","3 of 3. Ratify a revised 2002 budget to include reduction in the corporate income tax rate from 40 percent to 35 percent, announced.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","1.6. Expenditure auditing, accounting, and financial controls","Issue guidelines determining qualification and priority for payment of outstanding government obligations for payment, eliminating discretion.",0,1,1,1,0,1,0
"RWA",2002,529,"PA","2.1. Central bank operations and reforms","Bring reserve money to or below indicative ceiling for end-June 2002.",0,0,0,1,1,1,0
"RWA",2002,529,"PA","2.2. Central bank auditing, transparency, and financial controls","Ministry of Finance and Economic Planning to establish standard operating procedures for the conduct of annual audits of the National Bank of Rwanda",0,0,0,1,0,1,0
"RWA",2002,529,"PA","8. International trade policy, excluding customs reforms","1 of 3: Ratify a revised 2002 budget to include import tariff bands at 0, 5, 15, and 30 percent in line with initial CET",0,0,0,0,1,1,0
"RWA",2002,529,"SB","1.3. Expenditure measures, including arrears clearance","Issue list of overdue obligations scheduled for clearance in 2003",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Incorporate any extrabudgetary and off-budget projects and transactions identified by the recent stocktaking exercise into the budget to the extent appropriate.",0,0,0,1,1,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Issue action plan for closure of dormant accounts",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Implement monthly reporting mechanism for financial operations of districts",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Develop and implement a mechanism to ensure that all borrowing by district governments is reported to the central government on a monthly basis.",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.6. Expenditure auditing, accounting, and financial controls","Complete report on implementation of the 2002 development budget",0,0,0,1,1,1,0
"RWA",2002,529,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Start publishing statistics of government financial operations, following the Government Finance Statistics (GFS) format, on a quarterly basis.",0,0,0,1,0,1,0
"RWA",2002,529,"SB","1.8. Budget preparation (e.g., submission or approval)","Submit organic budget law to parliament",0,0,0,1,1,1,0
"RWA",2002,529,"SB","2.2. Central bank auditing, transparency, and financial controls","Operationalize NBR's internal audit dept",0,0,0,1,0,1,0
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","To improve the management of the large volume of nonperforming loans, commmission a comprehensive financial sector study, together with the World Bank.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Conduct full audits of three banks.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Ensure that the National Bank of Rwanda, the Ministry of Finance and Economic Planning, the Ministry of Justice, and the Bankers' Association will jointly prepare an action plan to improve the legal environment to facilitate stronger loan recovery.",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.2. Restructuring and privatization of financial institutions","Finalize restructuring plan for a specified commercial bank consistent with understandings with IMF staff",0,0,0,0,0,0,1
"RWA",2002,529,"SB","6.2. Restructuring and privatization of financial institutions","Issue tender for the sale of BCR",0,0,0,0,0,0,1
"RWA",2002,529,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Establish written procedure about monetary data; external audit firm to complete a review of the procedure",0,0,0,0,1,1,0
