"ISO3","Year","Arrangement Number","Key Code","Economic Descriptor","Description","rohstoff_desc","rohstoff_text","rohstoff_cond","stabil_desc","stabil_text","stabil_cond","sonstige_cond"
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of preparatory work to establish a financial subsidiary of CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of preparatory work to establish a financial subsidiary of CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Implement the social plan for CAMTEL adopted in May 2006",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation for bids for the management contract of the public-private partnership for SNEC",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation for bids for the management contract of the public-private partnership for SNEC",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Offering CAMTEL for sale.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Offering CAMTEL for sale.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Recruitment of a management contract team for CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Finalization and adoption of privatization strategy of CAMTEL.",0,1,1,0,0,0,0
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Finalization of sectoral strategy on telecommunications to privatize CAMTEL.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Transfer of secondary-market transactions on zero-coupon treasury bonds to the financial market.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Transfer of secondary-market transactions on zero-coupon treasury bonds to the financial market.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Presentation to Parliament of the Law on Electronic Communications and Electronic Payments of Banks.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Presentation to Parliament of the Law on Electronic Communications and Electronic Payments of Banks.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Completion of licensing process for microfinance institutions",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Closure of all microfinance institutions without licenses",0,0,0,0,0,0,1
"CMR",2005,563,"SB","8. International trade policy, excluding customs reforms","Complete and implement the electronic one-stop shop to facilitate foreign trade",0,0,0,0,0,0,1
"CMR",2005,563,"SB","8. International trade policy, excluding customs reforms","Complete and implement the electronic one-stop shop to facilitate foreign trade",0,0,0,0,0,0,1
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","1.2. Revenue administration, including customs","Implementation of the Customs Management System in the customs sectors of Littoral province.",0,0,0,1,0,1,0
"CMR",2005,563,"SPC","1.6. Expenditure auditing, accounting, and financial controls","Consolidation of the online connection between the IT systems of the General Directorates of Budget and the Treasury and production of monthly summary reports on budget execution--from commitment to payment--on a functinal basis for the period January-April 2007.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.6. Expenditure auditing, accounting, and financial controls","Consolidation of the online connection between the IT systems of the General Directorates of Budget and the Treasury and production of monthly summary reports on budget execution--from commitment to payment--on a functinal basis for the period January-April 2007.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.8. Budget preparation (e.g., submission or approval)","Submission to Parliament of the 2006 budget law consistent with the program.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.8. Budget preparation (e.g., submission or approval)","Submission to Parliament of the 2007 budget law in accordance with the program and adoption by end-2006.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","5.1. Public enterprise pricing and subsidies","Adoption by the government of a formula for the revision of SONARA exit refinery prices and a simplified srtucture of pertoleum product prices to facilitate automatic adjustment",1,0,1,0,0,0,0
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of the preparatory work by the government for the establishment of a financial subsidiary for CAMPOST (Cemeroon postal services).",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Adoption of privatization strategy of CAMAIR",0,1,1,0,0,0,0
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitations for bids to privatize CAMAIR",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation bids for the privatization of CAMTEL",0,1,1,0,0,0,0
"CMR",2005,563,"SPC","6.1. Financial sector legal reforms, regulation, and supervision","Financial supervision of CAMPOST (Cameroon postal services) by the unit of the Ministry of Finance in charge of the monitoring of nonbank financial institutions, and production by this unit of the quarterly supervisory report covering the operations of the final quarter of 2007.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Completion of the work to connect the information system of the General Directorate of Taxes (MESURE) to that of the General Directorate of Customs (ASYCUDA)",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Completion of the work to connect the information system of the General Directorate of Taxes (MESURE) to that of the General Directorate of Customs (ASYCUDA)",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Adoption of a medium-term tax reform plan building upon the recommendations of the Review Commission of Domestic and Foreign Trade Taxation.",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Reduction of the number of tax centers for small taxpayers with the establishment of initial experimental pilot sites in Yaounde and Douala.",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Completion of work related to streamlining taxpayer identification, reforming the single identification number, and safeguarding the single taxpayer file",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Completion of work related to streamlining taxpayer identification, reforming the single identification number, and safeguarding the single taxpayer file",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.2. Revenue administration, including customs","Submission to the government of the summary report on the work and recommendations of the Review Commission of Domestic and Foreign Trade Taxation, in order to assist the government in formulating its medium-term tax policy.",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.6. Expenditure auditing, accounting, and financial controls","Completion of the single treasury account by limiting sovereign accounts in commercial banks to one account per entity and closing all other accounts",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.6. Expenditure auditing, accounting, and financial controls","Prepare and implement measures to improve the execution oversight system and physical and financial monitoring of central government expenditure.",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.6. Expenditure auditing, accounting, and financial controls","Preparation of actions to be taken during the transitional period of the new organic law on government finance and a timetable for their implementation.",0,0,0,1,0,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication on the website www.spm.gov.cm of a summary of the reports of local committees responsible for monitoring the physical and financial implementation of investment projects funded from the government budget",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication on the website www.spm.gov.cm of a summary of the reports of local committees responsible for monitoring the physical and financial implementation of investment projects funded from the government budget",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication of the report of the Extractive Industries Transparency Initiative (EITI) conciliator on oil revenues for 2005 on the website www.spm.gov.cm",0,1,1,1,0,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish the report of the Extractive Industries Transparency Initiative (EITI) administrator on oil revenue for 2001-2004 on the website www.spm.gov.cm.",0,1,1,1,0,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish the report of the Extractive Industries Transparency Initiative (EITI) administrator on oil revenue for 2001-2004 on the website www.spm.gov.cm.",0,1,1,1,0,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication of the quarterly report on execution of government budget within two months following the end of the quarter",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication of the quarterly report on execution of government budget within two months following the end of the quarter",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publication of the quarterly report on execution of government budget within two months following the end of the quarter",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.8. Budget preparation (e.g., submission or approval)","Submission to Parliament of the 2008 Budget Law in accordance with the program.",0,0,0,1,1,1,0
"CMR",2005,563,"SB","1.8. Budget preparation (e.g., submission or approval)","Diagnostic study on the budget and treasury nomenclature to assess its consistency with GFS standards and preparation of an analytical report.",0,0,0,1,1,1,0
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Completion of the census of civil servants conducted by the Ministry of the Economy and Finance (MINEFI) and clean up of the payroll records based on the data collected.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Preparation of a diagnostic study on the civil service renumeration system (salaries and benefits).",0,0,0,0,0,0,1
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Establishment of harmonized civil service personnel records based on the reconciliation of the censuses of the Ministry of Finance and the Ministry of the Civil Service in 14 ministries, and installation of the personnel management system in these ministries.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Finalization of National Governance Program",0,0,0,0,0,0,1
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Installation of Automated Integrated Management System (AIMS) covering civil servants and the payroll in 24 ministries",0,0,0,0,0,0,1
"CMR",2005,563,"SB","3. Civil service and public employment reforms, and wages","Installation of Automated Integrated Management System (AIMS) covering civil servants and the payroll in 24 ministries",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.",1,1,1,0,1,1,0
"CMR",2005,563,"SB","5.1. Public enterprise pricing and subsidies","Adoption by the government of a formula for the revision of SONARA exit refinery prices and a simplified structure of pertoleum product prices to facilitate automatic adjustment",1,0,1,0,0,0,0
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Finalization and adoption of privatization strategy of CAMTEL.",0,1,1,0,0,0,0
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Implement the social plan for CAMTEL adopted in May 2006.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation for bids for the management contract of the public-private partnership for SNEC",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation for bids for the management contract of the public-private partnership for SNEC",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Recruitment of a management contract team for CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of preparatory work to establish a financial subsidiary of CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of preparatory work to establish a financial subsidiary of CAMPOST.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Finalization of sectoral strategy on telecommunications to privatize CAMTEL.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Offering CAMTEL for sale.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Offering CAMTEL for sale.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Presentation to Parliament of the Law on Electronic Communications and Electronic Payments of Banks.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Presentation to Parliament of the Law on Electronic Communications and Electronic Payments of Banks.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Transfer of secondary-market transactions on zero-coupon treasury bonds to the financial market.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Transfer of secondary-market transactions on zero-coupon treasury bonds to the financial market.",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Closure of all microfinance institutions without licenses",0,0,0,0,0,0,1
"CMR",2005,563,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Completion of licensing process for microfinance institutions",0,0,0,0,0,0,1
"CMR",2005,563,"SB","8. International trade policy, excluding customs reforms","Complete and implement the electronic one-stop shop to facilitate foreign trade",0,0,0,0,0,0,1
"CMR",2005,563,"SB","8. International trade policy, excluding customs reforms","Complete and implement the electronic one-stop shop to facilitate foreign trade",0,0,0,0,0,0,1
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","10. Economic statistics (excluding fiscal and central bank transparency and similar measures)","Preparation of monthly fiscal operations table fully consistent on a cash and commitment basis and a monthly table on a functional basis to monitor spending for priority sectors",0,0,0,0,1,1,0
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SB","11.4. Anti-corruption legislation/policy","Publication on the website www.spm.gov.cm as part of the anti-corruption campaign, of: (i) judicial decisions; and (ii) administrative sanctions against civil servants.  ",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","1.2. Revenue administration, including customs","Implementation of the Customs Management System in the customs sectors of Littoral province.",0,0,0,1,0,1,0
"CMR",2005,563,"SPC","1.6. Expenditure auditing, accounting, and financial controls","Consolidation of the online connection between the IT systems of the General Directorates of Budget and the Treasury and production of monthly summary reports on budget execution--from commitment to payment--on a functinal basis for the period January-April 2007.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.6. Expenditure auditing, accounting, and financial controls","Consolidation of the online connection between the IT systems of the General Directorates of Budget and the Treasury and production of monthly summary reports on budget execution--from commitment to payment--on a functinal basis for the period January-April 2007.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.8. Budget preparation (e.g., submission or approval)","Submission to Parliament of the 2006 budget law consistent with the program.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","1.8. Budget preparation (e.g., submission or approval)","Submission to Parliament of the 2007 budget law in accordance with the program and adoption by end-2006.",0,0,0,1,1,1,0
"CMR",2005,563,"SPC","5.1. Public enterprise pricing and subsidies","Adoption by the government of a formula for the revision of SONARA exit refinery prices and a simplified srtucture of pertoleum product prices to facilitate automatic adjustment",1,0,1,0,0,0,0
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Completion of the preparatory work by the government for the establishment of a financial subsidiary for CAMPOST (Cameroon postal services).",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitations for bids to privatize CAMAIR",0,0,0,0,0,0,1
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Launching of the invitation bids for the privatization of CAMTEL",0,1,1,0,0,0,0
"CMR",2005,563,"SPC","5.2. Privatization, public enterprise reform and restructuring, other than pricing","Adoption of privatization strategy of CAMAIR",0,1,1,0,0,0,0
"CMR",2005,563,"SPC","6.1. Financial sector legal reforms, regulation, and supervision","Financial supervision of CAMPOST (Cameroon postal services) by the unit of the Ministry of Finance in charge of the monitoring of nonbank financial institutions, and production by this unit of the quarterly supervisory report covering the operations of the final quarter of 2007.",0,0,0,0,0,0,1
"CMR",2017,760,"PA","1.5. Debt Management","Issue a directive signed by the Minister of Finance stating that the National Public Debt Committee (CNDP) must issue a prior opinion for any external indebtedness on the part of public enterprises (other than debts arising from normal commercial transactions).",0,0,0,1,1,1,0
"CMR",2017,760,"PA","1.6. Expenditure auditing, accounting, and financial controls","Include the total petroleum receipts of national oil company SNH and direct interventions in the table of government financial operations (TOFE).",0,1,1,1,0,1,0
"CMR",2017,760,"PA","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish quarterly budget execution reports.",0,0,0,1,1,1,0
"CMR",2017,760,"PA","1.8. Budget preparation (e.g., submission or approval)","Adopt a budget calendar to facilitate alignment of the medium-term budget framework (MTBF) with the annual budgets as well as alignment of the preparation of the capital budget with that of the recurrent budget.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.1. Revenue measures, excluding trade policy","Improve collection of the property tax by linking it to the electricity distribution system, and share the revenue from the tax between the central government and the decentralized units of government.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.1. Revenue measures, excluding trade policy","Prepare a report (i) evaluating the efficacy of the new VAT escrow account funding and (ii) proposing, in cooperation with the Directorate General of Treasury, a plan to clear the stock of appropriations identified at December 31, 2016.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.2. Revenue administration, including customs","Strengthen information sharing between the Directorate General of Taxes (DGI) and the Directorate General of Customs (DGD). The two administrations will jointly prepare quarterly reports identifying, inter alia, results in terms of the identification of fraud and additional revenue collected.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.2. Revenue administration, including customs","Strengthen information sharing between the Directorate General of Taxes (DGI) and the Directorate General of Customs (DGD). The two administrations will jointly prepare quarterly reports identifying, inter alia, results in terms of the identification of fraud and additional revenue collected.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.2. Revenue administration, including customs","Complete implementation of biometric taxpayer registration.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.4. Combined expenditure and revenue measures","Submit a draft law transposing the CEMAC Directive on Budget Laws into national law to the CEMAC commission.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.4. Combined expenditure and revenue measures","Publish the petroleum product price structure on a monthly basis.",0,1,1,1,0,1,0
"CMR",2017,760,"SB","1.4. Combined expenditure and revenue measures","Publish the petroleum product price structure on a monthly basis.",0,1,1,1,0,1,0
"CMR",2017,760,"SB","1.4. Combined expenditure and revenue measures","Prepare a strategy aiming at ensuring the sustainability of the petroleum products’ price structure and the financial viability of the SONARA.",0,1,1,1,0,1,0
"CMR",2017,760,"SB","1.4. Combined expenditure and revenue measures","Update and implement the guide to the project maturity process.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Adopt a plan to gradually clear balances outstanding and arrears from previous fiscal years.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Take stock of and confirm balances outstanding and arrears from prior fiscal years.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Produce a quarterly report on balances outstanding and arrears from prior fiscal years.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Produce a quarterly report on balances outstanding and arrears from prior fiscal years.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Disclose the type and volume of contingent liabilities in an annex to the budget law, including the firm and contingent liabilities of all existing publicprivate partnerships (PPPs).",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.5. Debt Management","Disclose the type and volume of contingent liabilities in an annex to the budget law, including the firm and contingent liabilities of all existing publicprivate partnerships (PPPs).",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.6. Expenditure auditing, accounting, and financial controls","Include the total petroleum receipts of national oil company SNH and direct interventions in the table of government financial operations (TOFE).",0,1,1,1,0,1,0
"CMR",2017,760,"SB","1.6. Expenditure auditing, accounting, and financial controls","Include the total petroleum receipts of national oil company SNH and direct interventions in the table of government financial operations (TOFE).",0,1,1,1,0,1,0
"CMR",2017,760,"SB","1.6. Expenditure auditing, accounting, and financial controls","Prepare an inventory of all accounts of public administrative establishments with commercial banks, and strictly limit the opening of new bank accounts.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.6. Expenditure auditing, accounting, and financial controls","Adopt a strategy to gradually expand the coverage of the Treasury single account.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish quarterly budget execution reports.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish quarterly budget execution reports.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","4.2. Other social sector reforms (e.g., social safety nets, health and education)","Develop a national social protection strategy (or policy) to be implemented starting with the 2018 budget law.",0,0,0,0,1,1,0
"CMR",2017,760,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Adopt and submit to the Central African Banking Commission (COBAC) a strategy to clear the commercial banks' overdue claims.",0,0,0,0,0,0,1
"CMR",2017,760,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Adopt a resolution plan for banks in difficulty to be submitted to the COBAC.",0,0,0,0,0,0,1
"CMR",2017,760,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Expand access to creditor databases to all credit and microfinance institutions.",0,0,0,0,0,0,1
"CMR",2017,760,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Computerize the movable collateral registry.",0,0,0,0,0,0,1
"CMR",2017,760,"SB","6.1. Financial sector legal reforms, regulation, and supervision","Reduce processing lags for invoices from the time they are committed till they are covered by treasury to two months.",0,0,0,0,0,0,1
"CMR",2017,760,"PA","1.5. Debt Management","Issue a directive signed by the Minister of Finance stating that the National Public Debt Committee (CNDP) must issue a prior opinion for any external indebtedness on the part of public enterprises (other than debts arising from normal commercial transactions).",0,0,0,1,1,1,0
"CMR",2017,760,"PA","1.6. Expenditure auditing, accounting, and financial controls","Include the total petroleum receipts of national oil company SNH and direct interventions in the table of government financial operations (TOFE).",0,1,1,1,0,1,0
"CMR",2017,760,"PA","1.7. Fiscal transparency (publication, parliamentary oversight)","Publish quarterly budget execution reports.",0,0,0,1,1,1,0
"CMR",2017,760,"PA","1.8. Budget preparation (e.g., submission or approval)","Adopt a budget calendar to facilitate alignment of the medium-term budget framework (MTBF) with the annual budgets as well as alignment of the preparation of the capital budget with that of the recurrent budget.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1. General government","Prohibit any new funding of 450 correspondent accounts using budget allocations and of 420 accounts for which there is no principal accountant, by making all investment projects subject to regular budgetary procedures.",0,0,0,1,1,1,0
"CMR",2017,760,"SB","1.1. Revenue measures, excluding trade policy","Improve collection of the property tax by linking it to the electricity distribution system, and share the revenue from the tax between the central government and the decentralized units of government.",0,0,0,1,0,1,0
"CMR",2017,760,"SB","1.1. Revenue measures, excluding trade policy","Improve collection of the property tax by linking it to the electricity distribution system, and share the revenue from the tax between the central government and the decentralized units of government.",0,0,0,1,0,1,0
