orgorder	strucperf	arrnum	countryname	arrtype	approvaldate	initialenddate	revisedenddate	boardactdate	econcode	econdescrpt	descpt	spc_pa_sb	testdate	revstatus	comments	programtype	reviewtype
S010803024	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	5	Public enterprises, reform and restructuring	Initiate an audit of the phosphate sector, based on the competitive selection of an audit company, in consultation with the World Bank.	SB	08.31.2008	SB	At P1R0, to prepare the restructuring of Togo's traditionally largest export sector (currently operating at only one third of capacity), including by providing options for attracting a strategic investor.	P1	R0
S010803025	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	5	Public enterprises, reform and restructuring	Prepare a review of the finances of the national electricity company (CEET), in consultation with the World Bank.	SB	12.31.2008	SB	At P1R0, to provide the information necessary for preparing energy sector reforms and deciding on 2009 budget allocations, as rising oil prices and regionwide electricity shortages have dampened economic growth and led to increasing demands for budget support to the energy sector.	P1	R0
S010803026	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	7.2	Expenditures	Implement a new framework for monthly monitoring of budget execution, and report data for April-June 2008 based on a new template.	SB	08.31.2008	SB	At P1R0, to provide policymakers with a tool for making timely and informed spending decisions as they seek to achieve the budget objectives and mitigate the risk of fiscal slippages.	P1	R0
S010803027	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	10.3	Financial legal reforms	Adopt an action plan for introducing regular Treasury bill auctions in 2009.	SB	12.31.2008	SB	At P1R0, to develop the domestic securities market, promote financial sector development, improve treasury management, and avoid new budgetary arrears.	P1	R0
S010803028	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	10.4	Restructuring & privatization of financial institutions	Initiate restructuring of BTCI (Togo's largest state-owned bank), including by raising its capital through issuance of government securities.	SB	12.31.2008	SB	At P1R0, to support the financial rehabilitation of Togo's largest bank, prepare it for privatization, and set the conditions for sound financial sector development.	P1	R0
S010803029	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	7.2	Expenditures	Adopt a strategy and time table for clearing domestic arrears.	SPC	12.31.2008	PC	At P1R0, to restore supplier confidence, facilitate the return to regular spending procedures, and allow a gradual reduction in the government's large stock of domestic arrears.	P1	R0
S010803030	structural	592	togo	PRGF	21.04.2008	20.04.2011		21.04.2008	7.8	Governance	Create a General Inspectorate of Finance under the responsibility of the Minister of Finance.	SPC	08.31.2008	PC	At P1R0, to strengthen fiscal governance by introducing oversight, control, and transparency for all units handling public resources.	P1	R0
S010803031	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	Minister of Finance, Planning and Economic Development will submit to Cabinet a strategy paper for avoiding new Commitment Controls System (CCS) arrears in the line ministries that accumulated arrears in 2004/05 in excess of USH 0.5 billion. the paper will list policy objectives with cost estimates.	SAC	05.31.2006	W	Waived at P1R1, as met with a slight delay.	P1	R1
S010803032	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	The allocation for payments of group (A) verified arrears will be increased to USH 155 billion in the 2006/07 budget.	SAC	06.30.2006	W	Waived at P1R1, with USH149 billion allocated.	P1	R1
S010803033	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	Repayment of USH 79 billion of group (A) arrears during 2005/06.	SAC	06.30.2006	M		P1	R1
S010803034	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	Provide for clearing arrears that accumulated during 2005/06 within the 2006/07 budget as a first call on respective sector ceilings.	SB	06.30.2006	M	At P1R0, date of implementation listed as at the time the budget is submitted to Cabinet. Therefore, 6/30/2006 test date entered, but with understanding that this date could be revised.	P1	R1
S010803035	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	Complete verification of all pre-Commitment Controls System (CCS) arrears.	SB	06.30.2006	NM	At P1R1, in process, but not completed.	P1	R1
S010803036	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	Submit to Parliament the Public Finance and Accountability (Contingency Fund) regulations.	SB	06.30.2006	M		P1	R1
S010803037	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	7.2	Expenditures	The Minister of Finance will approve and implement guidelines on contracting, managing, and monitoring external debt.	SB	06.30.2006	PM	At P1R1, new board is in place and the management team is being finalized; supervision arrangements have not been completed; net lending was increased by a small amount.	P1	R1
S010803038	structural	584	uganda	PSI	01.02.2006	31.05.2007		15.12.2006	10.1	Bank regulation and supervision	Until the new management of Uganda Development Bank (UDB) is in place and supervision arrangements are completed, net lending by the UDB will not be increased.	SB	Continuous	PM	At P1R0, test date set as continuous. At P1R1, document prepared but has not been signed by the Minister.	P1	R1
S010803039	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	2	Trade Regime	Electricity tariffs to rise in line with the ERA tariff path that is consistent with a fully funded electricity sector and the approved 2006/07 budget.	PA	Program Prior Action	M	At P1R0, met on November 1, 2006.	P1	R2
S010803040	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.2	Expenditures	For 2007/08 budget, allocate U Sh 280 billion for payment of group A verified domestic arrears.	SAC	06.30.2007	M	 At P1R1, sac modified from For 2007/08 budget, allocate USh300 billion for payments of group (A) verified domestic arrears, to current sac, while retaining 6/30/2007 test date. Group (A) arrears comprise the stock of pre-CCS, non-CCS, and CCS arrears incurred before end-June 2004. 	P1	R2
S010803041	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.2	Expenditures	For 2008/09 budget, allocate U SH 300 billion for payments of verified group (A) domestic arrears, with priority given to pension arrears	SAC	06.30.2008	AC		P1	R2
S010803042	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.4	Public employment	Implement pilot Intergrated Personnel and Payroll System in three Commissions (Public Service Commission, Health Service Commission, Education Service Commission), Ministires (Finance Ministry, Health Ministry, Public Service Ministry, Education Ministry), and Local Government (Lira and Jinja Districts)	SAC	05.31.2008	AC	Was previously a sb (roll out Integrated Payroll and Pension System in pilot ministries/6/30/08) which was revised at P1R2, and upgraded to this sac.	P1	R2
S010803043	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.7	Inter-governmental relations	Finalize and publish the Government of Uganda Debt Strategy	SAC	12.31.2007	AC		P1	R2
S010803044	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	8.1	Pension reform	Verify the amount of pension payments due and prepare a review of pension payment and accounting system, and make recommendations for changes if necessary.	SAC	05.30.2007	M		P1	R2
S010803045	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	10.3	Financial legal reforms	Submit to cabinet a policy paper outlining the establishment of a new regulatory framework for financial institutions not under the statutory supervision of the BOU. These financial institutions will include private and public pension funds, insurance companies, and the Uganda Development Bank.	SAC	01.31.2008	CAN	At P1R2, revised, and implementation date shifted to end-June 2008 to allow government to receive technical assistance and coordinate work with BOU.	P1	R2
S010803046	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007				SAC	06.30.2008	AC		P1	R2
S010803047	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	14.3	Transparency	Issue a tender to select the provider for the national identity system	SAC	06.30.2008	AC	Was previously a sb (begin procurement process for the national identity card system;6/30/2008) which was revised and upgraded to this sac.	P1	R2
S010803048	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	4	Pricing and Marketing	Update national energy (Oil) policy to include macroeconomic policy options.	SB	06.30.2008	SB		P1	R2
S010803049	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.2	Expenditures	Introduce a system to verify overdue payments from all relevant government entities within 8 weeks of the end of each quarter.	SB	04.30.2007	M		P1	R2
S010803050	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.2	Expenditures	The Ministry of Finance, in conjuction with the Ministry of Foreign Affairs, will submit to Cabinet the complete list of international subscriptions and the related payment obligations.	SB	04.30.2008	SB		P1	R2
S010803051	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	7.3	Treasury system	Roll out Integrated Payroll and Pension System in pilot ministries	SB	06.30.2008	MOD	At P1R2, revised, and action made assessment criterion with 5/31/2008 test date.	P1	R2
S010803052	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	10.3	Financial legal reforms	Submit to cabinet new insolvency legislation (gives creditors the right to commence bankruptcy procedures)	SB	06.30.2007	M		P1	R2
S010803053	structural	585	uganda	PSI	15.12.2006	14.12.2009		19.12.2007	10.3	Financial legal reforms	Establish a new supervisory body for financial institutions not under the statutory supervision of the BOU. This will include private and public pension funds, insurance companies, and the Uganda Development Bank.	SB	12.31.2007	CAN	At P1R1, this sb was eliminated. A modified version of the proposed measure was included as a sac, with 1/31/08 test date.	P1	R2
