country_code,year,XDebtGNI,DebtServGNI,ResXDebt,FuelExportPct,MineralExportPct,Rohstoffabhängigkeit
AFG,2015,,11.0823,268.663397353037,3.45045583056684,1.06525272819338,4.51570855876022
AFG,2017,,17.0628,294.234021395487,5.23442813305688,0.83809143240314,6.07251956546002
AFG,2018,,16.1916,306.361182290885,10.2131805125,1.20988438299409,11.42306489549409
AFG,2019,,15.7742,319.258392395823,8.0512789669382,2.19992094192385,10.25119990886205
ALB,2002,65.9914650336802,2.4594,73.3688144776657,2.00964296137502,3.43255983968605,5.44220280106107
ALB,2003,64.8232150960777,9.6358,66.9518246439632,1.02973846823218,4.09518729937779,5.12492576760997
ALB,2004,65.0379383187697,0.0764,86.5032256324873,2.62772601236456,5.55303918360657,8.18076519597113
ALB,2005,69.1162926602322,7.2892,67.6833153779392,8.62320052650774,24.1407825764506,32.76398310295834
ALB,2006,72.2019089483674,15.3488,71.995324774825,13.6870930880734,37.8643455707951,51.551438658868506
ALB,2007,79.9119008919954,17.2057,72.8414546357907,7.45160846335455,13.556991094879,21.00859955823355
ALB,2008,75.2485472798728,26.9997,55.5139359453416,21.7778133829324,32.5786009009848,54.3564142839172
ALB,2009,73.3213575646169,14.7735,51.4264499903553,11.5960780358903,9.55255174912569,21.14862978501599
ALB,2010,75.5325329687378,13.667,46.7234649706761,17.9566359019427,12.8160980293912,30.772733931333903
ALB,2011,80.6989985298954,16.8348,38.1078843952678,21.1844242109543,11.8992063321516,33.0836305431059
ALB,2012,76.9683583166821,19.9022,35.2019352578895,26.5886649344812,10.9118328438961,37.5004977783773
ALB,2013,75.7506185619748,20.1704,32.0678588162755,30.9941380486986,9.78060057087312,40.77473861957172
ALB,2014,75.0212023084129,22.0266,31.3076239405158,1.56752332146237,4.58216010178408,6.14968342324645
ALB,2015,71.2794476606014,21.2299,37.1549499199685,8.80663865038583,7.54584263344886,16.352481283834692
ALB,2016,74.0144504546815,21.9524,36.5030425788844,11.1750623184928,8.80533257546907,19.980394893961872
ALB,2017,76.7873817898989,21.9252,36.6123906638343,0.824085099956457,5.05918674025811,5.883271840214567
ALB,2018,75.6940783717425,9.4774,40.3435214239874,1.66266621721824,2.02773332086022,3.69039953807846
ALB,2019,75.382128932689,9.1686,40.581045079257,0.602741338715028,3.10433628032436,3.707077619039388
ALB,2020,59.5206994391875,9.1977,45.9777272627769,0.905736426979895,4.08685599913531,4.9925924261152055
ALB,2021,75.5904040905009,11.0936,50.9684657779316,0.0239145120005926,2.47454305915757,2.4984575711581627
ALB,2022,84.6980435944865,12.3116,50.5411567584633,0.408202316704775,0.0613901739063739,0.46959249061114894
ALB,2023,82.3524933990723,10.6518,57.0519936029145,6.34538423879421,5.34944752843742,11.69483176723163
ALB,2024,79.4546360752224,11.5828,60.8214886591082,3.25771222753826,5.64934031462141,8.90705254215967
DZA,2002,56.5896052814114,0.4668,109.171596021343,96.8525631108902,0.427039949647696,97.2796030605379
DZA,2003,57.7691353044878,0.6122,149.158400536226,98.0418496791982,0.382587437708857,98.42443711690706
DZA,2004,61.3579975707176,1.9219,203.836785476992,98.1581027723641,0.414819808828625,98.57292258119273
DZA,2005,66.8404602203906,3.0207,346.369830534778,98.3968237779365,0.491152211167111,98.88797598910361
DZA,2006,65.9152919677621,9.1674,1380.88036861514,98.053114107359,0.721648354313415,98.77476246167241
DZA,2007,67.5454733939763,12.2289,1875.43328646224,98.3784356732768,0.508916486832056,98.88735216010885
DZA,2008,71.0284922505261,20.8912,2373.14937121932,98.1397675706731,0.632777159338741,98.77254473001184
DZA,2009,64.2847547238993,20.1293,2092.05111920334,98.33852819805,0.470471726874241,98.80899992492424
DZA,2010,63.4912159928425,24.5169,2350.20926724207,98.3108761995675,0.29121687605806,98.60209307562556
DZA,2011,62.2200899610479,18.8556,3160.74627701481,98.3333229077681,0.255945929207127,98.58926883697524
DZA,2012,60.7576393340605,21.8418,3635.83678984,98.4004104735679,0.24608003183097,98.64649050539887
DZA,2013,59.151008157244,25.3095,3839.05269641421,98.3397689163232,0.167011835510265,98.50678075183346
DZA,2014,56.9235419669867,35.7697,3375.1605630692,97.228399822397,0.179690702278308,97.4080905246753
DZA,2015,53.2046225904145,39.026,3223.74419531146,95.839787593179,0.309061621803374,96.14884921498238
DZA,2016,49.7609327925216,36.3517,2211.00427422367,95.3110605757096,0.251775038423141,95.56283561413275
DZA,2017,49.8208161712587,36.7334,1837.32022472738,96.1115601990579,0.165401420227525,96.27696161928543
AND,2002,,,,0.00340850271314777,2.14867273955292,2.152081242266068
AND,2003,,,,0.00718421522431373,2.35995314121409,2.3671373564384037
AND,2004,,,,0.0020915587513253,2.56704139737746,2.5691329561287852
AND,2005,,,,0.00139066416530204,2.18896354486335,2.1903542090286523
AND,2006,,,,8.77373640358075e-4,1.82200271689541,1.822880090535768
AND,2007,,,,0.0164949512104574,2.86275108752025,2.8792460387307073
AND,2008,,,,0.00639829246971588,3.61329476605585,3.619693058525566
AND,2009,,,,0.0674187377593231,2.87709545495436,2.944514192713683
AND,2010,,,,0.00171578894223204,4.28346709428229,4.285182883224523
AND,2011,,,,0.00296782977763237,3.45045818590949,3.453426015687122
AND,2012,,,,0.0954824010290095,3.60900357806592,3.7044859790949296
AND,2013,,,,0.126266414497508,3.23080975672319,3.3570761712206982
AND,2014,,,,0.113812116132643,3.9969773546561,4.110789470788743
AND,2015,,,,0.0444906582187301,4.50860643403967,4.5530970922584
AND,2016,,,,0.0106675178543429,2.4287686353391,2.4394361531934425
AND,2017,,,,0.00858196988222723,2.65224401857042,2.6608259884526473
AND,2018,,,,0.0136381879282452,3.21302764493708,3.2266658328653253
AND,2019,,,,0.0906269065381471,3.61898604647194,3.709612953010087
AND,2020,,,,0.0290968240410038,1.96973650891559,1.998833332956594
AND,2021,,,,0.0330618847275828,3.37964936679901,3.4127112515265927
AND,2022,,,,0.00558704941523787,1.30285025291511,1.308437302330348
AND,2023,,,,0.0101475994472374,1.77400635480091,1.7841539542481473
AGO,2007,97.2256307002466,19.008,93.7613880101388,97.2265175257191,2.6754262387962,99.90194376451531
AGO,2008,108.680408742706,15.3285,114.576685452338,97.6960413340041,1.91922873173295,99.61527006573704
AGO,2009,102.263183257504,12.7855,67.3862436646591,97.9163484511435,2.00203147222072,99.91837992336423
AGO,2010,90.9940631357987,17.0463,73.4399741115108,97.9075489248038,2.03762931763898,99.94517824244278
AGO,2011,89.0369443426985,17.479,77.9703283174297,98.1409863974632,1.82030992184898,99.96129631931217
AGO,2012,81.939478548327,24.0455,86.1647996818561,98.3701689632146,1.56671577949772,99.93688474271232
AGO,2013,77.3498013719917,26.1625,72.666055277642,98.2172596289667,1.70731149604581,99.9245711250125
AGO,2014,69.5801424480502,16.6796,58.8627891798385,97.7227216005661,2.18366735941927,99.90638895998538
AGO,2015,54.9793808780995,12.4058,48.779569003636,94.0159079753161,3.24392135052176,97.25982932583786
AGO,2016,46.3256130571521,7.6677,41.2162687466478,92.7010547736293,3.5430584083964,96.2441131820257
AGO,2017,44.9963253203189,6.3121,29.7132790690209,94.6912550619684,3.2888111877969,97.9800662497653
AGO,2018,58.2698953890633,4.5827,24.9393651478579,95.6723202169276,2.9599977992618,98.6323180161894
AGO,2019,60.3713068739603,4.147,26.2229690528548,95.2492483273439,3.54452524881699,98.7937735761609
AGO,2020,54.6604030683749,8.1806,21.0716867255243,93.0512900749378,5.37285733742943,98.42414741236723
AGO,2021,62.5287705320674,7.0271,21.9148430807675,94.1637464395459,4.73446732916134,98.89821376870725
AGO,2022,56.5380722280743,6.9361,22.5900353584516,94.9233435630702,4.13015252901342,99.05349609208362
AGO,2023,53.6070126498686,8.6092,24.3432052453284,94.1710862801417,4.34074978568308,98.51183606582478
AGO,2024,49.8489506740963,9.8896,24.2502122332294,94.1347736309318,4.35688565012152,98.49165928105333
ATG,2005,,,,0.724794167438721,1.5747754095473,2.299569576986021
ATG,2007,,,,0,0.54754745232019,0.54754745232019
ATG,2009,,,,0,6.14438097066872,6.14438097066872
ATG,2010,,,,0,1.77617053610648,1.77617053610648
ATG,2011,,,,0,1.98029913853413,1.98029913853413
ATG,2012,,,,0,2.70235544410556,2.70235544410556
ATG,2013,,,,0,30.9908270679986,30.9908270679986
ATG,2014,141.546161057996,,,0,17.5317077380815,17.5317077380815
ATG,2015,130.071549851721,,,0,15.6204515801356,15.6204515801356
ATG,2016,132.025917905085,,,0,7.50610085291906,7.50610085291906
ATG,2017,127.664323582144,,,0,7.27206580468804,7.27206580468804
ATG,2018,130.655152659419,,,0,0.307319818753686,0.307319818753686
ATG,2019,137.537783631991,,,0,0,0
ATG,2020,94.289529886499,,,0,7.38825540755649e-5,7.38825540755649e-5
ATG,2021,101.074960584779,,,0,0.514114116333737,0.514114116333737
ATG,2022,118.302584056113,,,0,0,0
ATG,2023,,,,0,0,0
ATG,2024,,,,0,0.482961925425427,0.482961925425427
ARG,2002,41.7527243585642,10.0018,7.07417151932966,17.0062379055992,3.86643385692681,20.87267176252601
ARG,2003,40.6447480311085,13.6967,8.66192564142803,17.0830633855413,3.00518542990703,20.08824881544833
ARG,2004,40.692646108947,15.8028,11.7021633452756,16.0002898523067,3.91732292241496,19.91761277472166
ARG,2005,40.5512709706238,26.7917,21.471093431729,16.3961455637403,3.21539774249875,19.61154330623905
ARG,2006,40.4334798719151,23.7556,26.9273167592192,15.2633165831813,4.22283436478006,19.48615094796136
ARG,2007,40.945170618571,15.8923,38.1974886724005,10.9263085486107,3.81560735354694,14.74191590215764
ARG,2008,40.4026733790382,14.9821,35.7494978189824,9.37098213409865,3.20115086300142,12.57213299710007
ARG,2009,34.0571269054879,14.4253,35.90807398205,10.1652445466661,3.75718173585009,13.92242628251619
ARG,2010,34.9710132635696,12.9602,41.2246740914074,7.90317746658418,4.2913752113995,12.19455267798368
ARG,2011,35.2061549999644,18.0185,32.3800236868594,5.97246544174461,3.93876593149719,9.911231373241801
ARG,2012,30.5265423717108,18.0529,30.9009464641601,6.22846935291873,4.06073948658929,10.28920883950802
ARG,2013,29.3339290021037,24.4245,20.325555608519,4.68210789818476,3.17808809731559,7.86019599550035
ARG,2014,28.4067936452275,22.0368,20.4240751880776,4.67799000825185,3.26437711403037,7.942367122282221
ARG,2015,22.4862260889792,33.5438,14.403427493594,2.5385946406222,2.74931567838647,5.28791031900867
ARG,2016,26.0938878488799,22.5816,21.1490268860778,2.4962680453126,3.21486753032155,5.711135575634151
ARG,2017,25.2896011376779,24.5687,24.4836392943006,2.78500093366595,3.19025791652857,5.975258850194519
ARG,2018,30.7625359549926,24.393,23.8356244191513,4.11930419519493,0.475460975897366,4.5947651710922965
ARG,2019,32.6306150458499,23.876,15.9897359980845,3.59772172153483,0.440466498242655,4.038188219777485
ARG,2020,30.203698807416,16.6691,15.4159862736889,2.67898842404181,0.217988929465899,2.896977353507709
ARG,2021,33.078689567466,17.7702,16.111821790222,2.64279316542856,0.0559330328460208,2.6987261982745805
ARG,2022,31.5801792606256,19.821,17.9917815681201,6.17703046770052,0.279738031699619,6.456768499400139
ARG,2023,26.6769512482215,21.8024,9.13018871139403,8.81364245499018,0.39379723312782,9.207439688118
ARG,2024,27.929760849367,20.046,12.1967144997341,8.77014211533671,0.170904833823205,8.941046949159915
ARM,2002,73.9845018432309,12.794,25.0632144034571,3.17595536456295,14.445423781967,17.62137914652995
ARM,2003,80.0513676022426,20.2391,25.1475013189965,1.96269179078979,19.2133766077605,21.176068398550292
ARM,2004,73.0706339919371,19.4505,25.9858192104295,3.05202767195407,21.287034246159,24.339061918113067
ARM,2005,70.1397385835334,15.1206,33.9867997524662,2.21920980265978,9.40870946056114,11.62791926322092
ARM,2006,61.0301379818566,14.3467,50.1157712953939,2.03225317294973,23.5372102420667,25.56946341501643
ARM,2007,56.9750470853147,16.2442,53.8327542010855,1.19645999429122,31.4565241791176,32.65298417340882
ARM,2008,54.5423279613666,14.4161,38.9426901449574,0.259782913208907,28.548310685311,28.808093598519907
ARM,2009,57.2742357441995,10.7228,40.6006069455793,0.0903876860458172,44.0860659129662,44.176453599012014
ARM,2010,64.642975973633,10.3967,29.5825877386077,3.02154436932198,50.7772242753667,53.79876864468868
ARM,2011,69.4355736620453,12.1942,26.0764547850923,7.83107688026681,47.3695609850977,55.20063786536451
ARM,2012,75.9616759606704,11.0205,23.5502746435028,7.4451684844257,40.221886097324,47.6670545817497
ARM,2013,77.5550481598824,13.2457,25.9369520862327,5.74395895307294,37.4789355590973,43.22289451217024
ARM,2014,75.778866962639,10.6154,17.4088735967411,5.94447107873547,35.230494315673,41.17496539440847
ARM,2015,71.6820743427575,7.515,20.1029241054579,5.9197338745284,40.9761824108989,46.8959162854273
ARM,2016,76.0779674593548,10.8731,22.3640247985952,3.48883009523153,34.6664941240264,38.15532421925793
ARM,2017,87.202376539837,8.6883,22.6246288769631,3.58398830414633,39.4460702351596,43.030058539305934
ARM,2018,92.473107021212,10.5701,21.0645038788923,3.7309961281298,33.9061842659703,37.637180394100106
ARM,2019,97.847004865327,13.4175,23.9778537148483,2.85017379117155,36.1418001345159,38.99197392568745
ARM,2020,70.1213571368789,12.2714,20.0242960055279,3.0020518152451,36.820585926971,39.8226377422161
ARM,2021,79.2489057647112,10.8547,23.0052590584504,1.84437960576672,39.6480325509172,41.49241215668392
ARM,2022,103.878629213508,20.3501,25.809119072306,1.90126435030844,21.8592963976107,23.76056074791914
ARM,2023,123.418750077627,19.6155,22.7761912444093,0.893985811730312,14.7119096760444,15.605895487774712
