"ISO3","Year","total_cond","rohstoff_cond","stabil_cond","sonstige_cond","avgcondtype_all","rohstoff_cond_share","stabil_cond_share","FuelExportPct","MineralExportPct","XDebtGNI","DebtServGNI","ResXDebt","unsc","unsc_t1","unsc3","resource_dep","Rohstoffabhängigkeit","region"
"BGD",2023,93,4,57,32,0.655913978494624,0.043010752688172,0.612903225806452,NA,NA,30.9829714104596,14.0386,21.5641144045852,0,0,0,NA,NA,"SA"
"BGR",2004,256,8,140,113,0.578125,0.03125,0.546875,7.99389645248731,12.4085273371493,93.0639046910296,19.6595,56.1790252120746,0,1,1,20.4024237896366,20.4024237896366,"ECA"
"BIH",2002,111,7,80,27,0.783783783783784,0.0630630630630631,0.720720720720721,NA,NA,78.7274783626,10.7376,41.8697259324451,0,0,0,NA,NA,"ECA"
"BIH",2009,68,0,40,28,0.588235294117647,0,0.588235294117647,13.1911783291495,10.7185151072861,73.7474942255023,10.3477,32.4928648727908,0,0,0,23.9096934364356,23.9096934364356,"ECA"
"BIH",2012,351,0,212,139,0.603988603988604,0,0.603988603988604,8.96086345617272,13.8812201411414,88.1451088628529,8.6685,33.6171002783203,0,1,1,22.8420835973141,22.8420835973141,"ECA"
"BIH",2016,82,2,28,53,0.365853658536585,0.024390243902439,0.341463414634146,6.79971818242652,7.31568328422097,88.2440340022738,5.5482,44.0339757730232,0,0,0,14.1154014666475,14.1154014666475,"ECA"
"BLR",2009,82,11,51,20,0.75609756097561,0.134146341463415,0.621951219512195,37.44466887987,0.594920082534629,108.63564482836,41.108,25.5459693030571,0,0,0,38.0395889624046,38.0395889624046,"ECA"
"BOL",2003,191,10,126,61,0.712041884816754,0.0523560209424084,0.659685863874346,30.1389419296459,17.6932791680357,51.967836443987,5.6618,18.7059258345077,0,0,0,47.8322210976816,47.8322210976816,"LAC"
"BRA",2002,247,9,78,169,0.352226720647773,0.0364372469635627,0.315789473684211,4.88298916852666,8.74037070967909,27.6183574022309,10.0864,16.3108841746678,0,0,0,13.6233598782058,13.6233598782058,"LAC"
"BRB",2018,334,4,174,156,0.532934131736527,0.0119760479041916,0.520958083832335,4.63274425971415,1.43572166566511,NA,NA,NA,0,0,0,6.06846592537926,6.06846592537926,"LAC"
