"ISO3","year","unsc","unsc_t1","unsc3"
"LBN",1954,1,1,1
"LBR",1954,0,0,0
"LBY",1954,0,0,0
"LTU",1954,0,0,0
"LUX",1954,0,0,0
"MDG",1954,0,0,0
"MYS",1954,0,0,0
"MLI",1954,0,0,0
"MLT",1954,0,0,0
"MRT",1954,0,0,0
"MUS",1954,0,0,0
"MEX",1954,0,0,0
"MAR",1954,0,0,0
"MOZ",1954,0,0,0
"NAM",1954,0,0,0
"NPL",1954,0,0,0
"NLD",1954,0,0,0
"NZL",1954,1,0,1
"NIC",1954,0,0,0
"NER",1954,0,0,0
"NGA",1954,0,0,0
"NOR",1954,0,0,0
"OMN",1954,0,0,0
"PAK",1954,0,1,1
"PAN",1954,0,0,0
"PRY",1954,0,0,0
"PER",1954,0,0,0
"PHL",1954,0,0,0
"POL",1954,0,0,0
"PRT",1954,0,0,0
"QAT",1954,0,0,0
"ROU",1954,0,0,0
"RUS",1954,0,0,0
"RWA",1954,0,0,0
"SEN",1954,0,0,0
"SLE",1954,0,0,0
"SGP",1954,0,0,0
"SVN",1954,0,0,0
"ZAF",1954,0,0,0
"ESP",1954,0,0,0
"LKA",1954,0,0,0
"SDN",1954,0,0,0
"SWE",1954,0,0,0
"CHE",1954,0,0,0
"SYR",1954,0,0,0
"THA",1954,0,0,0
"TGO",1954,0,0,0
"TTO",1954,0,0,0
"TUN",1954,0,0,0
"UGA",1954,0,0,0
"UKR",1954,0,0,0
"ARE",1954,0,0,0
"URY",1954,0,0,0
"VNM",1954,0,0,0
"ZMB",1954,0,0,0
"ZWE",1954,0,0,0
"ALB",1955,0,0,0
"DZA",1955,0,0,0
"AGO",1955,0,0,0
"ARG",1955,0,0,0
"AUS",1955,0,0,0
"AUT",1955,0,0,0
"AZE",1955,0,0,0
"BHR",1955,0,0,0
"BGD",1955,0,0,0
"BLR",1955,0,0,0
"BEL",1955,1,0,1
"BEN",1955,0,0,0
"BIH",1955,0,0,0
"BWA",1955,0,0,0
"BRA",1955,1,1,1
"BGR",1955,0,0,0
"BFA",1955,0,0,0
"BDI",1955,0,0,0
"CPV",1955,0,0,0
"CMR",1955,0,0,0
"CAN",1955,0,0,0
"TCD",1955,0,0,0
"CHL",1955,0,0,0
"CHN",1955,1,1,1
"COL",1955,0,1,1
"CRI",1955,0,0,0
"HRV",1955,0,0,0
"CUB",1955,0,0,0
"CZE",1955,0,0,0
"DNK",1955,0,1,1
"DJI",1955,0,0,0
"DOM",1955,0,0,0
"ECU",1955,0,0,0
"GNQ",1955,0,0,0
"EST",1955,0,0,0
"ETH",1955,0,0,0
"FIN",1955,0,0,0
"FRA",1955,1,1,1
"GAB",1955,0,0,0
"DEU",1955,0,0,0
"GHA",1955,0,0,0
"GRC",1955,0,0,0
"GTM",1955,0,0,0
"GIN",1955,0,0,0
"GNB",1955,0,0,0
"GUY",1955,0,0,0
"HND",1955,0,0,0
"HUN",1955,0,0,0
"IND",1955,0,0,0
"IDN",1955,0,0,0
"IRQ",1955,0,0,0
"IRL",1955,0,0,0
"ITA",1955,0,0,0
"JAM",1955,0,0,0
"JPN",1955,0,0,0
"JOR",1955,0,0,0
"KAZ",1955,0,0,0
"KEN",1955,0,0,0
"KWT",1955,0,0,0
"LVA",1955,0,0,0
"LBN",1955,0,1,1
"LBR",1955,0,0,0
"LBY",1955,0,0,0
"LTU",1955,0,0,0
"LUX",1955,0,0,0
"MDG",1955,0,0,0
"MYS",1955,0,0,0
"MLI",1955,0,0,0
"MLT",1955,0,0,0
"MRT",1955,0,0,0
"MUS",1955,0,0,0
"MEX",1955,0,0,0
"MAR",1955,0,0,0
"MOZ",1955,0,0,0
"NAM",1955,0,0,0
"NPL",1955,0,0,0
"NLD",1955,0,0,0
"NZL",1955,1,1,1
"NIC",1955,0,0,0
"NER",1955,0,0,0
"NGA",1955,0,0,0
"NOR",1955,0,0,0
"OMN",1955,0,0,0
"PAK",1955,0,0,0
"PAN",1955,0,0,0
"PRY",1955,0,0,0
"PER",1955,1,0,1
"PHL",1955,0,0,0
"POL",1955,0,0,0
"PRT",1955,0,0,0
"QAT",1955,0,0,0
"ROU",1955,0,0,0
"RUS",1955,0,0,0
"RWA",1955,0,0,0
"SEN",1955,0,0,0
"SLE",1955,0,0,0
"SGP",1955,0,0,0
"SVN",1955,0,0,0
"ZAF",1955,0,0,0
"ESP",1955,0,0,0
"LKA",1955,0,0,0
"SDN",1955,0,0,0
"SWE",1955,0,0,0
"CHE",1955,0,0,0
"SYR",1955,0,0,0
"THA",1955,0,0,0
"TGO",1955,0,0,0
"TTO",1955,0,0,0
"TUN",1955,0,0,0
"UGA",1955,0,0,0
"UKR",1955,0,0,0
"ARE",1955,0,0,0
"URY",1955,0,0,0
"VNM",1955,0,0,0
"ZMB",1955,0,0,0
"ZWE",1955,0,0,0
"ALB",1956,0,0,0
"DZA",1956,0,0,0
"AGO",1956,0,0,0
"ARG",1956,0,0,0
"AUS",1956,1,0,1
"AUT",1956,0,0,0
"AZE",1956,0,0,0
"BHR",1956,0,0,0
"BGD",1956,0,0,0
"BLR",1956,0,0,0
"BEL",1956,1,1,1
"BEN",1956,0,0,0
"BIH",1956,0,0,0
"BWA",1956,0,0,0
"BRA",1956,0,1,1
"BGR",1956,0,0,0
"BFA",1956,0,0,0
"BDI",1956,0,0,0
"CPV",1956,0,0,0
"CMR",1956,0,0,0
"CAN",1956,0,0,0
"TCD",1956,0,0,0
"CHL",1956,0,0,0
"CHN",1956,1,1,1
"COL",1956,0,0,0
"CRI",1956,0,0,0
"HRV",1956,0,0,0
"CUB",1956,1,0,1
"CZE",1956,0,0,0
"DNK",1956,0,0,0
"DJI",1956,0,0,0
"DOM",1956,0,0,0
"ECU",1956,0,0,0
"GNQ",1956,0,0,0
"EST",1956,0,0,0
"ETH",1956,0,0,0
"FIN",1956,0,0,0
"FRA",1956,1,1,1
"GAB",1956,0,0,0
"DEU",1956,0,0,0
"GHA",1956,0,0,0
"GRC",1956,0,0,0
"GTM",1956,0,0,0
"GIN",1956,0,0,0
"GNB",1956,0,0,0
"GUY",1956,0,0,0
"HND",1956,0,0,0
"HUN",1956,0,0,0
"IND",1956,0,0,0
"IDN",1956,0,0,0
"IRQ",1956,0,0,0
"IRL",1956,0,0,0
"ITA",1956,0,0,0
"JAM",1956,0,0,0
"JPN",1956,0,0,0
"JOR",1956,0,0,0
"KAZ",1956,0,0,0
"KEN",1956,0,0,0
"KWT",1956,0,0,0
"LVA",1956,0,0,0
"LBN",1956,0,0,0
"LBR",1956,0,0,0
"LBY",1956,0,0,0
"LTU",1956,0,0,0
"LUX",1956,0,0,0
"MDG",1956,0,0,0
"MYS",1956,0,0,0
"MLI",1956,0,0,0
"MLT",1956,0,0,0
"MRT",1956,0,0,0
"MUS",1956,0,0,0
"MEX",1956,0,0,0
"MAR",1956,0,0,0
"MOZ",1956,0,0,0
"NAM",1956,0,0,0
"NPL",1956,0,0,0
"NLD",1956,0,0,0
"NZL",1956,0,1,1
"NIC",1956,0,0,0
"NER",1956,0,0,0
"NGA",1956,0,0,0
"NOR",1956,0,0,0
"OMN",1956,0,0,0
"PAK",1956,0,0,0
"PAN",1956,0,0,0
"PRY",1956,0,0,0
"PER",1956,1,1,1
"PHL",1956,0,0,0
"POL",1956,0,0,0
"PRT",1956,0,0,0
"QAT",1956,0,0,0
"ROU",1956,0,0,0
"RUS",1956,0,0,0
"RWA",1956,0,0,0
"SEN",1956,0,0,0
"SLE",1956,0,0,0
"SGP",1956,0,0,0
"SVN",1956,0,0,0
"ZAF",1956,0,0,0
"ESP",1956,0,0,0
"LKA",1956,0,0,0
"SDN",1956,0,0,0
"SWE",1956,0,0,0
"CHE",1956,0,0,0
"SYR",1956,0,0,0
"THA",1956,0,0,0
"TGO",1956,0,0,0
"TTO",1956,0,0,0
"TUN",1956,0,0,0
"UGA",1956,0,0,0
"UKR",1956,0,0,0
"ARE",1956,0,0,0
"URY",1956,0,0,0
"VNM",1956,0,0,0
"ZMB",1956,0,0,0
"ZWE",1956,0,0,0
"ALB",1957,0,0,0
"DZA",1957,0,0,0
"AGO",1957,0,0,0
"ARG",1957,0,0,0
"AUS",1957,1,1,1
"AUT",1957,0,0,0
"AZE",1957,0,0,0
"BHR",1957,0,0,0
"BGD",1957,0,0,0
"BLR",1957,0,0,0
"BEL",1957,0,1,1
"BEN",1957,0,0,0
"BIH",1957,0,0,0
"BWA",1957,0,0,0
"BRA",1957,0,0,0
"BGR",1957,0,0,0
"BFA",1957,0,0,0
"BDI",1957,0,0,0
"CPV",1957,0,0,0
"CMR",1957,0,0,0
"CAN",1957,0,0,0
"TCD",1957,0,0,0
"CHL",1957,0,0,0
"CHN",1957,1,1,1
"COL",1957,1,0,1
"CRI",1957,0,0,0
"HRV",1957,0,0,0
"CUB",1957,1,1,1
"CZE",1957,0,0,0
"DNK",1957,0,0,0
"DJI",1957,0,0,0
"DOM",1957,0,0,0
"ECU",1957,0,0,0
"GNQ",1957,0,0,0
"EST",1957,0,0,0
"ETH",1957,0,0,0
"FIN",1957,0,0,0
"FRA",1957,1,1,1
"GAB",1957,0,0,0
"DEU",1957,0,0,0
"GHA",1957,0,0,0
"GRC",1957,0,0,0
"GTM",1957,0,0,0
"GIN",1957,0,0,0
"GNB",1957,0,0,0
"GUY",1957,0,0,0
"HND",1957,0,0,0
"HUN",1957,0,0,0
"IND",1957,0,0,0
"IDN",1957,0,0,0
"IRQ",1957,1,0,1
"IRL",1957,0,0,0
"ITA",1957,0,0,0
"JAM",1957,0,0,0
"JPN",1957,0,0,0
"JOR",1957,0,0,0
"KAZ",1957,0,0,0
"KEN",1957,0,0,0
"KWT",1957,0,0,0
"LVA",1957,0,0,0
"LBN",1957,0,0,0
"LBR",1957,0,0,0
"LBY",1957,0,0,0
"LTU",1957,0,0,0
"LUX",1957,0,0,0
"MDG",1957,0,0,0
"MYS",1957,0,0,0
"MLI",1957,0,0,0
"MLT",1957,0,0,0
"MRT",1957,0,0,0
"MUS",1957,0,0,0
"MEX",1957,0,0,0
"MAR",1957,0,0,0
"MOZ",1957,0,0,0
"NAM",1957,0,0,0
"NPL",1957,0,0,0
"NLD",1957,0,0,0
"NZL",1957,0,0,0
"NIC",1957,0,0,0
"NER",1957,0,0,0
"NGA",1957,0,0,0
"NOR",1957,0,0,0
"OMN",1957,0,0,0
"PAK",1957,0,0,0
"PAN",1957,0,0,0
"PRY",1957,0,0,0
"PER",1957,0,1,1
"PHL",1957,1,0,1
"POL",1957,0,0,0
"PRT",1957,0,0,0
"QAT",1957,0,0,0
"ROU",1957,0,0,0
"RUS",1957,0,0,0
"RWA",1957,0,0,0
"SEN",1957,0,0,0
"SLE",1957,0,0,0
"SGP",1957,0,0,0
"SVN",1957,0,0,0
"ZAF",1957,0,0,0
"ESP",1957,0,0,0
"LKA",1957,0,0,0
"SDN",1957,0,0,0
"SWE",1957,1,0,1
"CHE",1957,0,0,0
"SYR",1957,0,0,0
"THA",1957,0,0,0
"TGO",1957,0,0,0
"TTO",1957,0,0,0
"TUN",1957,0,0,0
"UGA",1957,0,0,0
"UKR",1957,0,0,0
"ARE",1957,0,0,0
"URY",1957,0,0,0
"VNM",1957,0,0,0
"ZMB",1957,0,0,0
"ZWE",1957,0,0,0
"ALB",1958,0,0,0
"DZA",1958,0,0,0
"AGO",1958,0,0,0
"ARG",1958,0,0,0
"AUS",1958,0,1,1
"AUT",1958,0,0,0
"AZE",1958,0,0,0
"BHR",1958,0,0,0
"BGD",1958,0,0,0
"BLR",1958,0,0,0
"BEL",1958,0,0,0
"BEN",1958,0,0,0
"BIH",1958,0,0,0
"BWA",1958,0,0,0
"BRA",1958,0,0,0
"BGR",1958,0,0,0
"BFA",1958,0,0,0
"BDI",1958,0,0,0
"CPV",1958,0,0,0
"CMR",1958,0,0,0
"CAN",1958,1,0,1
"TCD",1958,0,0,0
"CHL",1958,0,0,0
"CHN",1958,1,1,1
"COL",1958,1,1,1
"CRI",1958,0,0,0
"HRV",1958,0,0,0
"CUB",1958,0,1,1
"CZE",1958,0,0,0
"DNK",1958,0,0,0
"DJI",1958,0,0,0
"DOM",1958,0,0,0
"ECU",1958,0,0,0
"GNQ",1958,0,0,0
"EST",1958,0,0,0
"ETH",1958,0,0,0
"FIN",1958,0,0,0
"FRA",1958,1,1,1
"GAB",1958,0,0,0
"DEU",1958,0,0,0
"GHA",1958,0,0,0
"GRC",1958,0,0,0
"GTM",1958,0,0,0
"GIN",1958,0,0,0
"GNB",1958,0,0,0
"GUY",1958,0,0,0
"HND",1958,0,0,0
"HUN",1958,0,0,0
"IND",1958,0,0,0
"IDN",1958,0,0,0
"IRQ",1958,1,1,1
"IRL",1958,0,0,0
"ITA",1958,0,0,0
"JAM",1958,0,0,0
"JPN",1958,1,0,1
"JOR",1958,0,0,0
"KAZ",1958,0,0,0
"KEN",1958,0,0,0
"KWT",1958,0,0,0
"LVA",1958,0,0,0
"LBN",1958,0,0,0
"LBR",1958,0,0,0
"LBY",1958,0,0,0
"LTU",1958,0,0,0
"LUX",1958,0,0,0
"MDG",1958,0,0,0
"MYS",1958,0,0,0
"MLI",1958,0,0,0
"MLT",1958,0,0,0
"MRT",1958,0,0,0
"MUS",1958,0,0,0
"MEX",1958,0,0,0
"MAR",1958,0,0,0
"MOZ",1958,0,0,0
"NAM",1958,0,0,0
"NPL",1958,0,0,0
"NLD",1958,0,0,0
"NZL",1958,0,0,0
"NIC",1958,0,0,0
"NER",1958,0,0,0
"NGA",1958,0,0,0
"NOR",1958,0,0,0
"OMN",1958,0,0,0
"PAK",1958,0,0,0
"PAN",1958,1,0,1
"PRY",1958,0,0,0
"PER",1958,0,0,0
"PHL",1958,0,1,1
"POL",1958,0,0,0
"PRT",1958,0,0,0
"QAT",1958,0,0,0
"ROU",1958,0,0,0
"RUS",1958,0,0,0
"RWA",1958,0,0,0
"SEN",1958,0,0,0
"SLE",1958,0,0,0
"SGP",1958,0,0,0
"SVN",1958,0,0,0
"ZAF",1958,0,0,0
"ESP",1958,0,0,0
"LKA",1958,0,0,0
"SDN",1958,0,0,0
"SWE",1958,1,1,1
"CHE",1958,0,0,0
"SYR",1958,0,0,0
"THA",1958,0,0,0
"TGO",1958,0,0,0
"TTO",1958,0,0,0
"TUN",1958,0,0,0
"UGA",1958,0,0,0
"UKR",1958,0,0,0
"ARE",1958,0,0,0
"URY",1958,0,0,0
"VNM",1958,0,0,0
"ZMB",1958,0,0,0
"ZWE",1958,0,0,0
"ALB",1959,0,0,0
"DZA",1959,0,0,0
"AGO",1959,0,0,0
"ARG",1959,1,0,1
"AUS",1959,0,0,0
"AUT",1959,0,0,0
"AZE",1959,0,0,0
"BHR",1959,0,0,0
"BGD",1959,0,0,0
"BLR",1959,0,0,0
"BEL",1959,0,0,0
"BEN",1959,0,0,0
"BIH",1959,0,0,0
"BWA",1959,0,0,0
"BRA",1959,0,0,0
"BGR",1959,0,0,0
"BFA",1959,0,0,0
"BDI",1959,0,0,0
"CPV",1959,0,0,0
"CMR",1959,0,0,0
"CAN",1959,1,1,1
"TCD",1959,0,0,0
"CHL",1959,0,0,0
"CHN",1959,1,1,1
"COL",1959,0,1,1
"CRI",1959,0,0,0
"HRV",1959,0,0,0
"CUB",1959,0,0,0
"CZE",1959,0,0,0
"DNK",1959,0,0,0
"DJI",1959,0,0,0
"DOM",1959,0,0,0
"ECU",1959,0,0,0
"GNQ",1959,0,0,0
"EST",1959,0,0,0
"ETH",1959,0,0,0
"FIN",1959,0,0,0
"FRA",1959,1,1,1
"GAB",1959,0,0,0
"DEU",1959,0,0,0
"GHA",1959,0,0,0
"GRC",1959,0,0,0
"GTM",1959,0,0,0
"GIN",1959,0,0,0
"GNB",1959,0,0,0
"GUY",1959,0,0,0
"HND",1959,0,0,0
"HUN",1959,0,0,0
"IND",1959,0,0,0
"IDN",1959,0,0,0
"IRQ",1959,0,1,1
"IRL",1959,0,0,0
"ITA",1959,1,0,1
"JAM",1959,0,0,0
"JPN",1959,1,1,1
"JOR",1959,0,0,0
"KAZ",1959,0,0,0
"KEN",1959,0,0,0
"KWT",1959,0,0,0
"LVA",1959,0,0,0
"LBN",1959,0,0,0
"LBR",1959,0,0,0
"LBY",1959,0,0,0
"LTU",1959,0,0,0
"LUX",1959,0,0,0
"MDG",1959,0,0,0
"MYS",1959,0,0,0
"MLI",1959,0,0,0
"MLT",1959,0,0,0
"MRT",1959,0,0,0
"MUS",1959,0,0,0
"MEX",1959,0,0,0
"MAR",1959,0,0,0
"MOZ",1959,0,0,0
"NAM",1959,0,0,0
"NPL",1959,0,0,0
"NLD",1959,0,0,0
"NZL",1959,0,0,0
"NIC",1959,0,0,0
"NER",1959,0,0,0
"NGA",1959,0,0,0
"NOR",1959,0,0,0
"OMN",1959,0,0,0
"PAK",1959,0,0,0
"PAN",1959,1,1,1
"PRY",1959,0,0,0
"PER",1959,0,0,0
"PHL",1959,0,0,0
"POL",1959,0,0,0
"PRT",1959,0,0,0
"QAT",1959,0,0,0
"ROU",1959,0,0,0
"RUS",1959,0,0,0
"RWA",1959,0,0,0
"SEN",1959,0,0,0
"SLE",1959,0,0,0
"SGP",1959,0,0,0
"SVN",1959,0,0,0
"ZAF",1959,0,0,0
"ESP",1959,0,0,0
"LKA",1959,0,0,0
"SDN",1959,0,0,0
"SWE",1959,0,1,1
"CHE",1959,0,0,0
"SYR",1959,0,0,0
"THA",1959,0,0,0
"TGO",1959,0,0,0
"TTO",1959,0,0,0
"TUN",1959,1,0,1
"UGA",1959,0,0,0
"UKR",1959,0,0,0
"ARE",1959,0,0,0
"URY",1959,0,0,0
"VNM",1959,0,0,0
"ZMB",1959,0,0,0
"ZWE",1959,0,0,0
"ALB",1960,0,0,0
"DZA",1960,0,0,0
"AGO",1960,0,0,0
"ARG",1960,1,1,1
"AUS",1960,0,0,0
"AUT",1960,0,0,0
"AZE",1960,0,0,0
"BHR",1960,0,0,0
"BGD",1960,0,0,0
"BLR",1960,0,0,0
"BEL",1960,0,0,0
"BEN",1960,0,0,0
"BIH",1960,0,0,0
"BWA",1960,0,0,0
"BRA",1960,0,0,0
"BGR",1960,0,0,0
"BFA",1960,0,0,0
"BDI",1960,0,0,0
"CPV",1960,0,0,0
"CMR",1960,0,0,0
"CAN",1960,0,1,1
"TCD",1960,0,0,0
"CHL",1960,0,0,0
"CHN",1960,1,1,1
"COL",1960,0,0,0
"CRI",1960,0,0,0
"HRV",1960,0,0,0
"CUB",1960,0,0,0
"CZE",1960,0,0,0
"DNK",1960,0,0,0
"DJI",1960,0,0,0
"DOM",1960,0,0,0
"ECU",1960,1,0,1
"GNQ",1960,0,0,0
"EST",1960,0,0,0
"ETH",1960,0,0,0
"FIN",1960,0,0,0
"FRA",1960,1,1,1
"GAB",1960,0,0,0
"DEU",1960,0,0,0
"GHA",1960,0,0,0
"GRC",1960,0,0,0
"GTM",1960,0,0,0
"GIN",1960,0,0,0
"GNB",1960,0,0,0
"GUY",1960,0,0,0
"HND",1960,0,0,0
"HUN",1960,0,0,0
"IND",1960,0,0,0
"IDN",1960,0,0,0
"IRQ",1960,0,0,0
"IRL",1960,0,0,0
"ITA",1960,1,1,1
"JAM",1960,0,0,0
"JPN",1960,0,1,1
"JOR",1960,0,0,0
"KAZ",1960,0,0,0
"KEN",1960,0,0,0
"KWT",1960,0,0,0
"LVA",1960,0,0,0
"LBN",1960,0,0,0
"LBR",1960,0,0,0
"LBY",1960,0,0,0
"LTU",1960,0,0,0
"LUX",1960,0,0,0
"MDG",1960,0,0,0
"MYS",1960,0,0,0
"MLI",1960,0,0,0
"MLT",1960,0,0,0
"MRT",1960,0,0,0
"MUS",1960,0,0,0
"MEX",1960,0,0,0
"MAR",1960,0,0,0
"MOZ",1960,0,0,0
"NAM",1960,0,0,0
"NPL",1960,0,0,0
"NLD",1960,0,0,0
"NZL",1960,0,0,0
"NIC",1960,0,0,0
"NER",1960,0,0,0
"NGA",1960,0,0,0
"NOR",1960,0,0,0
"OMN",1960,0,0,0
"PAK",1960,0,0,0
"PAN",1960,0,1,1
"PRY",1960,0,0,0
"PER",1960,0,0,0
"PHL",1960,0,0,0
"POL",1960,1,0,1
"PRT",1960,0,0,0
"QAT",1960,0,0,0
"ROU",1960,0,0,0
"RUS",1960,0,0,0
"RWA",1960,0,0,0
"SEN",1960,0,0,0
"SLE",1960,0,0,0
"SGP",1960,0,0,0
"SVN",1960,0,0,0
"ZAF",1960,0,0,0
"ESP",1960,0,0,0
"LKA",1960,1,0,1
"SDN",1960,0,0,0
"SWE",1960,0,0,0
"CHE",1960,0,0,0
"SYR",1960,0,0,0
"THA",1960,0,0,0
"TGO",1960,0,0,0
"TTO",1960,0,0,0
"TUN",1960,1,1,1
"UGA",1960,0,0,0
"UKR",1960,0,0,0
"ARE",1960,0,0,0
"URY",1960,0,0,0
"VNM",1960,0,0,0
"ZMB",1960,0,0,0
"ZWE",1960,0,0,0
"ALB",1961,0,0,0
"DZA",1961,0,0,0
"AGO",1961,0,0,0
"ARG",1961,0,1,1
"AUS",1961,0,0,0
"AUT",1961,0,0,0
"AZE",1961,0,0,0
"BHR",1961,0,0,0
"BGD",1961,0,0,0
"BLR",1961,0,0,0
"BEL",1961,0,0,0
"BEN",1961,0,0,0
"BIH",1961,0,0,0
"BWA",1961,0,0,0
"BRA",1961,0,0,0
"BGR",1961,0,0,0
"BFA",1961,0,0,0
"BDI",1961,0,0,0
"CPV",1961,0,0,0
"CMR",1961,0,0,0
"CAN",1961,0,0,0
"TCD",1961,0,0,0
"CHL",1961,1,0,1
"CHN",1961,1,1,1
"COL",1961,0,0,0
"CRI",1961,0,0,0
"HRV",1961,0,0,0
"CUB",1961,0,0,0
"CZE",1961,0,0,0
"DNK",1961,0,0,0
"DJI",1961,0,0,0
"DOM",1961,0,0,0
"ECU",1961,1,1,1
"GNQ",1961,0,0,0
"EST",1961,0,0,0
"ETH",1961,0,0,0
"FIN",1961,0,0,0
"FRA",1961,1,1,1
"GAB",1961,0,0,0
"DEU",1961,0,0,0
"GHA",1961,0,0,0
"GRC",1961,0,0,0
"GTM",1961,0,0,0
"GIN",1961,0,0,0
"GNB",1961,0,0,0
"GUY",1961,0,0,0
"HND",1961,0,0,0
"HUN",1961,0,0,0
"IND",1961,0,0,0
"IDN",1961,0,0,0
"IRQ",1961,0,0,0
"IRL",1961,0,0,0
"ITA",1961,0,1,1
"JAM",1961,0,0,0
"JPN",1961,0,0,0
"JOR",1961,0,0,0
"KAZ",1961,0,0,0
"KEN",1961,0,0,0
"KWT",1961,0,0,0
"LVA",1961,0,0,0
"LBN",1961,0,0,0
"LBR",1961,1,0,1
"LBY",1961,0,0,0
"LTU",1961,0,0,0
"LUX",1961,0,0,0
"MDG",1961,0,0,0
"MYS",1961,0,0,0
"MLI",1961,0,0,0
"MLT",1961,0,0,0
"MRT",1961,0,0,0
"MUS",1961,0,0,0
"MEX",1961,0,0,0
"MAR",1961,0,0,0
"MOZ",1961,0,0,0
"NAM",1961,0,0,0
"NPL",1961,0,0,0
"NLD",1961,0,0,0
"NZL",1961,0,0,0
"NIC",1961,0,0,0
"NER",1961,0,0,0
"NGA",1961,0,0,0
"NOR",1961,0,0,0
"OMN",1961,0,0,0
"PAK",1961,0,0,0
"PAN",1961,0,0,0
"PRY",1961,0,0,0
"PER",1961,0,0,0
"PHL",1961,0,0,0
"POL",1961,0,1,1
"PRT",1961,0,0,0
"QAT",1961,0,0,0
"ROU",1961,0,0,0
"RUS",1961,0,0,0
"RWA",1961,0,0,0
"SEN",1961,0,0,0
"SLE",1961,0,0,0
"SGP",1961,0,0,0
"SVN",1961,0,0,0
"ZAF",1961,0,0,0
"ESP",1961,0,0,0
"LKA",1961,1,1,1
"SDN",1961,0,0,0
"SWE",1961,0,0,0
"CHE",1961,0,0,0
"SYR",1961,0,0,0
"THA",1961,0,0,0
"TGO",1961,0,0,0
"TTO",1961,0,0,0
"TUN",1961,0,1,1
"UGA",1961,0,0,0
"UKR",1961,0,0,0
"ARE",1961,0,0,0
"URY",1961,0,0,0
"VNM",1961,0,0,0
"ZMB",1961,0,0,0
"ZWE",1961,0,0,0
"ALB",1962,0,0,0
"DZA",1962,0,0,0
"AGO",1962,0,0,0
"ARG",1962,0,0,0
"AUS",1962,0,0,0
"AUT",1962,0,0,0
"AZE",1962,0,0,0
"BHR",1962,0,0,0
"BGD",1962,0,0,0
"BLR",1962,0,0,0
"BEL",1962,0,0,0
"BEN",1962,0,0,0
"BIH",1962,0,0,0
"BWA",1962,0,0,0
"BRA",1962,0,0,0
"BGR",1962,0,0,0
"BFA",1962,0,0,0
"BDI",1962,0,0,0
"CPV",1962,0,0,0
"CMR",1962,0,0,0
"CAN",1962,0,0,0
"TCD",1962,0,0,0
"CHL",1962,1,1,1
"CHN",1962,1,1,1
"COL",1962,0,0,0
"CRI",1962,0,0,0
"HRV",1962,0,0,0
"CUB",1962,0,0,0
"CZE",1962,0,0,0
"DNK",1962,0,0,0
"DJI",1962,0,0,0
"DOM",1962,0,0,0
"ECU",1962,0,1,1
"GNQ",1962,0,0,0
"EST",1962,0,0,0
"ETH",1962,0,0,0
"FIN",1962,0,0,0
"FRA",1962,1,1,1
"GAB",1962,0,0,0
"DEU",1962,0,0,0
"GHA",1962,1,0,1
"GRC",1962,0,0,0
"GTM",1962,0,0,0
"GIN",1962,0,0,0
"GNB",1962,0,0,0
"GUY",1962,0,0,0
"HND",1962,0,0,0
"HUN",1962,0,0,0
"IND",1962,0,0,0
"IDN",1962,0,0,0
"IRQ",1962,0,0,0
"IRL",1962,1,0,1
"ITA",1962,0,0,0
"JAM",1962,0,0,0
"JPN",1962,0,0,0
"JOR",1962,0,0,0
"KAZ",1962,0,0,0
"KEN",1962,0,0,0
"KWT",1962,0,0,0
"LVA",1962,0,0,0
"LBN",1962,0,0,0
"LBR",1962,0,1,1
"LBY",1962,0,0,0
"LTU",1962,0,0,0
"LUX",1962,0,0,0
"MDG",1962,0,0,0
"MYS",1962,0,0,0
"MLI",1962,0,0,0
"MLT",1962,0,0,0
"MRT",1962,0,0,0
"MUS",1962,0,0,0
"MEX",1962,0,0,0
"MAR",1962,0,0,0
"MOZ",1962,0,0,0
"NAM",1962,0,0,0
"NPL",1962,0,0,0
"NLD",1962,0,0,0
"NZL",1962,0,0,0
"NIC",1962,0,0,0
"NER",1962,0,0,0
"NGA",1962,0,0,0
"NOR",1962,0,0,0
"OMN",1962,0,0,0
"PAK",1962,0,0,0
"PAN",1962,0,0,0
"PRY",1962,0,0,0
"PER",1962,0,0,0
"PHL",1962,0,0,0
"POL",1962,0,0,0
"PRT",1962,0,0,0
"QAT",1962,0,0,0
"ROU",1962,1,0,1
"RUS",1962,0,0,0
"RWA",1962,0,0,0
"SEN",1962,0,0,0
"SLE",1962,0,0,0
"SGP",1962,0,0,0
"SVN",1962,0,0,0
"ZAF",1962,0,0,0
"ESP",1962,0,0,0
"LKA",1962,0,1,1
"SDN",1962,0,0,0
"SWE",1962,0,0,0
"CHE",1962,0,0,0
"SYR",1962,0,0,0
"THA",1962,0,0,0
"TGO",1962,0,0,0
"TTO",1962,0,0,0
"TUN",1962,0,0,0
"UGA",1962,0,0,0
"UKR",1962,0,0,0
"ARE",1962,0,0,0
"URY",1962,0,0,0
"VNM",1962,0,0,0
"ZMB",1962,0,0,0
"ZWE",1962,0,0,0
"ALB",1963,0,0,0
"DZA",1963,0,0,0
"AGO",1963,0,0,0
"ARG",1963,0,0,0
"AUS",1963,0,0,0
"AUT",1963,0,0,0
"AZE",1963,0,0,0
"BHR",1963,0,0,0
"BGD",1963,0,0,0
"BLR",1963,0,0,0
"BEL",1963,0,0,0
"BEN",1963,0,0,0
"BIH",1963,0,0,0
"BWA",1963,0,0,0
"BRA",1963,1,0,1
