"ISO3","year","unsc","unsc_t1","unsc3"
"BGR",1963,0,0,0
"BFA",1963,0,0,0
"BDI",1963,0,0,0
"CPV",1963,0,0,0
"CMR",1963,0,0,0
"CAN",1963,0,0,0
"TCD",1963,0,0,0
"CHL",1963,0,1,1
"CHN",1963,1,1,1
"COL",1963,0,0,0
"CRI",1963,0,0,0
"HRV",1963,0,0,0
"CUB",1963,0,0,0
"CZE",1963,0,0,0
"DNK",1963,0,0,0
"DJI",1963,0,0,0
"DOM",1963,0,0,0
"ECU",1963,0,0,0
"GNQ",1963,0,0,0
"EST",1963,0,0,0
"ETH",1963,0,0,0
"FIN",1963,0,0,0
"FRA",1963,1,1,1
"GAB",1963,0,0,0
"DEU",1963,0,0,0
"GHA",1963,1,1,1
"GRC",1963,0,0,0
"GTM",1963,0,0,0
"GIN",1963,0,0,0
"GNB",1963,0,0,0
"GUY",1963,0,0,0
"HND",1963,0,0,0
"HUN",1963,0,0,0
"IND",1963,0,0,0
"IDN",1963,0,0,0
"IRQ",1963,0,0,0
"IRL",1963,0,1,1
"ITA",1963,0,0,0
"JAM",1963,0,0,0
"JPN",1963,0,0,0
"JOR",1963,0,0,0
"KAZ",1963,0,0,0
"KEN",1963,0,0,0
"KWT",1963,0,0,0
"LVA",1963,0,0,0
"LBN",1963,0,0,0
"LBR",1963,0,0,0
"LBY",1963,0,0,0
"LTU",1963,0,0,0
"LUX",1963,0,0,0
"MDG",1963,0,0,0
"MYS",1963,0,0,0
"MLI",1963,0,0,0
"MLT",1963,0,0,0
"MRT",1963,0,0,0
"MUS",1963,0,0,0
"MEX",1963,0,0,0
"MAR",1963,1,0,1
"MOZ",1963,0,0,0
"NAM",1963,0,0,0
"NPL",1963,0,0,0
"NLD",1963,0,0,0
"NZL",1963,0,0,0
"NIC",1963,0,0,0
"NER",1963,0,0,0
"NGA",1963,0,0,0
"NOR",1963,1,0,1
"OMN",1963,0,0,0
"PAK",1963,0,0,0
"PAN",1963,0,0,0
"PRY",1963,0,0,0
"PER",1963,0,0,0
"PHL",1963,1,0,1
"POL",1963,0,0,0
"PRT",1963,0,0,0
"QAT",1963,0,0,0
"ROU",1963,0,1,1
"RUS",1963,0,0,0
"RWA",1963,0,0,0
"SEN",1963,0,0,0
"SLE",1963,0,0,0
"SGP",1963,0,0,0
"SVN",1963,0,0,0
"ZAF",1963,0,0,0
"ESP",1963,0,0,0
"LKA",1963,0,0,0
"SDN",1963,0,0,0
"SWE",1963,0,0,0
"CHE",1963,0,0,0
"SYR",1963,0,0,0
"THA",1963,0,0,0
"TGO",1963,0,0,0
"TTO",1963,0,0,0
"TUN",1963,0,0,0
"UGA",1963,0,0,0
"UKR",1963,0,0,0
"ARE",1963,0,0,0
"URY",1963,0,0,0
"VNM",1963,0,0,0
"ZMB",1963,0,0,0
"ZWE",1963,0,0,0
"ALB",1964,0,0,0
"DZA",1964,0,0,0
"AGO",1964,0,0,0
"ARG",1964,0,0,0
"AUS",1964,0,0,0
"AUT",1964,0,0,0
"AZE",1964,0,0,0
"BHR",1964,0,0,0
"BGD",1964,0,0,0
"BLR",1964,0,0,0
"BEL",1964,0,0,0
"BEN",1964,0,0,0
"BIH",1964,0,0,0
"BWA",1964,0,0,0
"BRA",1964,1,1,1
"BGR",1964,0,0,0
"BFA",1964,0,0,0
"BDI",1964,0,0,0
"CPV",1964,0,0,0
"CMR",1964,0,0,0
"CAN",1964,0,0,0
"TCD",1964,0,0,0
"CHL",1964,0,0,0
"CHN",1964,1,1,1
"COL",1964,0,0,0
"CRI",1964,0,0,0
"HRV",1964,0,0,0
"CUB",1964,0,0,0
"CZE",1964,0,0,0
"DNK",1964,0,0,0
"DJI",1964,0,0,0
"DOM",1964,0,0,0
"ECU",1964,0,0,0
"GNQ",1964,0,0,0
"EST",1964,0,0,0
"ETH",1964,0,0,0
"FIN",1964,0,0,0
"FRA",1964,1,1,1
"GAB",1964,0,0,0
"DEU",1964,0,0,0
"GHA",1964,0,1,1
"GRC",1964,0,0,0
"GTM",1964,0,0,0
"GIN",1964,0,0,0
"GNB",1964,0,0,0
"GUY",1964,0,0,0
"HND",1964,0,0,0
"HUN",1964,0,0,0
"IND",1964,0,0,0
"IDN",1964,0,0,0
"IRQ",1964,0,0,0
"IRL",1964,0,0,0
"ITA",1964,0,0,0
"JAM",1964,0,0,0
"JPN",1964,0,0,0
"JOR",1964,0,0,0
"KAZ",1964,0,0,0
"KEN",1964,0,0,0
"KWT",1964,0,0,0
"LVA",1964,0,0,0
"LBN",1964,0,0,0
"LBR",1964,0,0,0
"LBY",1964,0,0,0
"LTU",1964,0,0,0
"LUX",1964,0,0,0
"MDG",1964,0,0,0
"MYS",1964,0,0,0
"MLI",1964,0,0,0
"MLT",1964,0,0,0
"MRT",1964,0,0,0
"MUS",1964,0,0,0
"MEX",1964,0,0,0
"MAR",1964,1,1,1
"MOZ",1964,0,0,0
"NAM",1964,0,0,0
"NPL",1964,0,0,0
"NLD",1964,0,0,0
"NZL",1964,0,0,0
"NIC",1964,0,0,0
"NER",1964,0,0,0
"NGA",1964,0,0,0
"NOR",1964,1,1,1
"OMN",1964,0,0,0
"PAK",1964,0,0,0
"PAN",1964,0,0,0
"PRY",1964,0,0,0
"PER",1964,0,0,0
"PHL",1964,0,1,1
"POL",1964,0,0,0
"PRT",1964,0,0,0
"QAT",1964,0,0,0
"ROU",1964,0,0,0
"RUS",1964,0,0,0
"RWA",1964,0,0,0
"SEN",1964,0,0,0
"SLE",1964,0,0,0
"SGP",1964,0,0,0
"SVN",1964,0,0,0
"ZAF",1964,0,0,0
"ESP",1964,0,0,0
"LKA",1964,0,0,0
"SDN",1964,0,0,0
"SWE",1964,0,0,0
"CHE",1964,0,0,0
"SYR",1964,0,0,0
"THA",1964,0,0,0
"TGO",1964,0,0,0
"TTO",1964,0,0,0
"TUN",1964,0,0,0
"UGA",1964,0,0,0
"UKR",1964,0,0,0
"ARE",1964,0,0,0
"URY",1964,0,0,0
"VNM",1964,0,0,0
"ZMB",1964,0,0,0
"ZWE",1964,0,0,0
"ALB",1965,0,0,0
"DZA",1965,0,0,0
"AGO",1965,0,0,0
"ARG",1965,0,0,0
"AUS",1965,0,0,0
"AUT",1965,0,0,0
"AZE",1965,0,0,0
"BHR",1965,0,0,0
"BGD",1965,0,0,0
"BLR",1965,0,0,0
"BEL",1965,0,0,0
"BEN",1965,0,0,0
"BIH",1965,0,0,0
"BWA",1965,0,0,0
"BRA",1965,0,1,1
"BGR",1965,0,0,0
"BFA",1965,0,0,0
"BDI",1965,0,0,0
"CPV",1965,0,0,0
"CMR",1965,0,0,0
"CAN",1965,0,0,0
"TCD",1965,0,0,0
"CHL",1965,0,0,0
"CHN",1965,1,1,1
"COL",1965,0,0,0
"CRI",1965,0,0,0
"HRV",1965,0,0,0
"CUB",1965,0,0,0
"CZE",1965,0,0,0
"DNK",1965,0,0,0
"DJI",1965,0,0,0
"DOM",1965,0,0,0
"ECU",1965,0,0,0
"GNQ",1965,0,0,0
"EST",1965,0,0,0
"ETH",1965,0,0,0
"FIN",1965,0,0,0
"FRA",1965,1,1,1
"GAB",1965,0,0,0
"DEU",1965,0,0,0
"GHA",1965,0,0,0
"GRC",1965,0,0,0
"GTM",1965,0,0,0
"GIN",1965,0,0,0
"GNB",1965,0,0,0
"GUY",1965,0,0,0
"HND",1965,0,0,0
"HUN",1965,0,0,0
"IND",1965,0,0,0
"IDN",1965,0,0,0
"IRQ",1965,0,0,0
"IRL",1965,0,0,0
"ITA",1965,0,0,0
"JAM",1965,0,0,0
"JPN",1965,0,0,0
"JOR",1965,1,0,1
"KAZ",1965,0,0,0
"KEN",1965,0,0,0
"KWT",1965,0,0,0
"LVA",1965,0,0,0
"LBN",1965,0,0,0
"LBR",1965,0,0,0
"LBY",1965,0,0,0
"LTU",1965,0,0,0
"LUX",1965,0,0,0
"MDG",1965,0,0,0
"MYS",1965,1,0,1
"MLI",1965,0,0,0
"MLT",1965,0,0,0
"MRT",1965,0,0,0
"MUS",1965,0,0,0
"MEX",1965,0,0,0
"MAR",1965,0,1,1
"MOZ",1965,0,0,0
"NAM",1965,0,0,0
"NPL",1965,0,0,0
"NLD",1965,1,0,1
"NZL",1965,0,0,0
"NIC",1965,0,0,0
"NER",1965,0,0,0
"NGA",1965,0,0,0
"NOR",1965,0,1,1
"OMN",1965,0,0,0
"PAK",1965,0,0,0
"PAN",1965,0,0,0
"PRY",1965,0,0,0
"PER",1965,0,0,0
"PHL",1965,0,0,0
"POL",1965,0,0,0
"PRT",1965,0,0,0
"QAT",1965,0,0,0
"ROU",1965,0,0,0
"RUS",1965,0,0,0
"RWA",1965,0,0,0
"SEN",1965,0,0,0
"SLE",1965,0,0,0
"SGP",1965,0,0,0
"SVN",1965,0,0,0
"ZAF",1965,0,0,0
"ESP",1965,0,0,0
"LKA",1965,0,0,0
"SDN",1965,0,0,0
"SWE",1965,0,0,0
"CHE",1965,0,0,0
"SYR",1965,0,0,0
"THA",1965,0,0,0
"TGO",1965,0,0,0
"TTO",1965,0,0,0
"TUN",1965,0,0,0
"UGA",1965,0,0,0
"UKR",1965,0,0,0
"ARE",1965,0,0,0
"URY",1965,1,0,1
"VNM",1965,0,0,0
"ZMB",1965,0,0,0
"ZWE",1965,0,0,0
"ALB",1966,0,0,0
"DZA",1966,0,0,0
"AGO",1966,0,0,0
"ARG",1966,1,0,1
"AUS",1966,0,0,0
"AUT",1966,0,0,0
"AZE",1966,0,0,0
"BHR",1966,0,0,0
"BGD",1966,0,0,0
"BLR",1966,0,0,0
"BEL",1966,0,0,0
"BEN",1966,0,0,0
"BIH",1966,0,0,0
"BWA",1966,0,0,0
"BRA",1966,0,0,0
"BGR",1966,1,0,1
"BFA",1966,0,0,0
"BDI",1966,0,0,0
"CPV",1966,0,0,0
"CMR",1966,0,0,0
"CAN",1966,0,0,0
"TCD",1966,0,0,0
"CHL",1966,0,0,0
"CHN",1966,1,1,1
"COL",1966,0,0,0
"CRI",1966,0,0,0
"HRV",1966,0,0,0
"CUB",1966,0,0,0
"CZE",1966,0,0,0
"DNK",1966,0,0,0
"DJI",1966,0,0,0
"DOM",1966,0,0,0
"ECU",1966,0,0,0
"GNQ",1966,0,0,0
"EST",1966,0,0,0
"ETH",1966,0,0,0
"FIN",1966,0,0,0
"FRA",1966,1,1,1
"GAB",1966,0,0,0
"DEU",1966,0,0,0
"GHA",1966,0,0,0
"GRC",1966,0,0,0
"GTM",1966,0,0,0
"GIN",1966,0,0,0
"GNB",1966,0,0,0
"GUY",1966,0,0,0
"HND",1966,0,0,0
"HUN",1966,0,0,0
"IND",1966,0,0,0
"IDN",1966,0,0,0
"IRQ",1966,0,0,0
"IRL",1966,0,0,0
"ITA",1966,0,0,0
"JAM",1966,0,0,0
"JPN",1966,1,0,1
"JOR",1966,1,1,1
"KAZ",1966,0,0,0
"KEN",1966,0,0,0
"KWT",1966,0,0,0
"LVA",1966,0,0,0
"LBN",1966,0,0,0
"LBR",1966,0,0,0
"LBY",1966,0,0,0
"LTU",1966,0,0,0
"LUX",1966,0,0,0
"MDG",1966,0,0,0
"MYS",1966,0,1,1
"MLI",1966,1,0,1
"MLT",1966,0,0,0
"MRT",1966,0,0,0
"MUS",1966,0,0,0
"MEX",1966,0,0,0
"MAR",1966,0,0,0
"MOZ",1966,0,0,0
"NAM",1966,0,0,0
"NPL",1966,0,0,0
"NLD",1966,1,1,1
"NZL",1966,1,0,1
"NIC",1966,0,0,0
"NER",1966,0,0,0
"NGA",1966,1,0,1
"NOR",1966,0,0,0
"OMN",1966,0,0,0
"PAK",1966,0,0,0
"PAN",1966,0,0,0
"PRY",1966,0,0,0
"PER",1966,0,0,0
"PHL",1966,0,0,0
"POL",1966,0,0,0
"PRT",1966,0,0,0
"QAT",1966,0,0,0
"ROU",1966,0,0,0
"RUS",1966,0,0,0
"RWA",1966,0,0,0
"SEN",1966,0,0,0
"SLE",1966,0,0,0
"SGP",1966,0,0,0
"SVN",1966,0,0,0
"ZAF",1966,0,0,0
"ESP",1966,0,0,0
"LKA",1966,0,0,0
"SDN",1966,0,0,0
"SWE",1966,0,0,0
"CHE",1966,0,0,0
"SYR",1966,0,0,0
"THA",1966,0,0,0
"TGO",1966,0,0,0
"TTO",1966,0,0,0
"TUN",1966,0,0,0
"UGA",1966,1,0,1
"UKR",1966,0,0,0
"ARE",1966,0,0,0
"URY",1966,1,1,1
"VNM",1966,0,0,0
"ZMB",1966,0,0,0
"ZWE",1966,0,0,0
"ALB",1967,0,0,0
"DZA",1967,0,0,0
"AGO",1967,0,0,0
"ARG",1967,1,1,1
"AUS",1967,0,0,0
"AUT",1967,0,0,0
"AZE",1967,0,0,0
"BHR",1967,0,0,0
"BGD",1967,0,0,0
"BLR",1967,0,0,0
"BEL",1967,0,0,0
"BEN",1967,0,0,0
"BIH",1967,0,0,0
"BWA",1967,0,0,0
"BRA",1967,1,0,1
"BGR",1967,1,1,1
"BFA",1967,0,0,0
"BDI",1967,0,0,0
"CPV",1967,0,0,0
"CMR",1967,0,0,0
"CAN",1967,1,0,1
"TCD",1967,0,0,0
"CHL",1967,0,0,0
"CHN",1967,1,1,1
"COL",1967,0,0,0
"CRI",1967,0,0,0
"HRV",1967,0,0,0
"CUB",1967,0,0,0
"CZE",1967,0,0,0
"DNK",1967,1,0,1
"DJI",1967,0,0,0
"DOM",1967,0,0,0
"ECU",1967,0,0,0
"GNQ",1967,0,0,0
"EST",1967,0,0,0
"ETH",1967,1,0,1
"FIN",1967,0,0,0
"FRA",1967,1,1,1
"GAB",1967,0,0,0
"DEU",1967,0,0,0
"GHA",1967,0,0,0
"GRC",1967,0,0,0
"GTM",1967,0,0,0
"GIN",1967,0,0,0
"GNB",1967,0,0,0
"GUY",1967,0,0,0
"HND",1967,0,0,0
"HUN",1967,0,0,0
"IND",1967,1,0,1
"IDN",1967,0,0,0
"IRQ",1967,0,0,0
"IRL",1967,0,0,0
"ITA",1967,0,0,0
"JAM",1967,0,0,0
"JPN",1967,1,1,1
"JOR",1967,0,1,1
"KAZ",1967,0,0,0
"KEN",1967,0,0,0
"KWT",1967,0,0,0
"LVA",1967,0,0,0
"LBN",1967,0,0,0
"LBR",1967,0,0,0
"LBY",1967,0,0,0
"LTU",1967,0,0,0
"LUX",1967,0,0,0
"MDG",1967,0,0,0
"MYS",1967,0,0,0
"MLI",1967,1,1,1
"MLT",1967,0,0,0
"MRT",1967,0,0,0
"MUS",1967,0,0,0
"MEX",1967,0,0,0
"MAR",1967,0,0,0
"MOZ",1967,0,0,0
"NAM",1967,0,0,0
"NPL",1967,0,0,0
"NLD",1967,0,1,1
"NZL",1967,0,1,1
"NIC",1967,0,0,0
"NER",1967,0,0,0
"NGA",1967,1,1,1
"NOR",1967,0,0,0
"OMN",1967,0,0,0
"PAK",1967,0,0,0
"PAN",1967,0,0,0
"PRY",1967,0,0,0
"PER",1967,0,0,0
"PHL",1967,0,0,0
"POL",1967,0,0,0
"PRT",1967,0,0,0
"QAT",1967,0,0,0
"ROU",1967,0,0,0
"RUS",1967,0,0,0
"RWA",1967,0,0,0
"SEN",1967,0,0,0
"SLE",1967,0,0,0
"SGP",1967,0,0,0
"SVN",1967,0,0,0
"ZAF",1967,0,0,0
"ESP",1967,0,0,0
"LKA",1967,0,0,0
"SDN",1967,0,0,0
"SWE",1967,0,0,0
"CHE",1967,0,0,0
"SYR",1967,0,0,0
"THA",1967,0,0,0
"TGO",1967,0,0,0
"TTO",1967,0,0,0
"TUN",1967,0,0,0
"UGA",1967,0,1,1
"UKR",1967,0,0,0
"ARE",1967,0,0,0
"URY",1967,0,1,1
"VNM",1967,0,0,0
"ZMB",1967,0,0,0
"ZWE",1967,0,0,0
"ALB",1968,0,0,0
"DZA",1968,1,0,1
"AGO",1968,0,0,0
"ARG",1968,0,1,1
"AUS",1968,0,0,0
"AUT",1968,0,0,0
"AZE",1968,0,0,0
"BHR",1968,0,0,0
"BGD",1968,0,0,0
"BLR",1968,0,0,0
"BEL",1968,0,0,0
"BEN",1968,0,0,0
"BIH",1968,0,0,0
"BWA",1968,0,0,0
"BRA",1968,1,1,1
"BGR",1968,0,1,1
"BFA",1968,0,0,0
"BDI",1968,0,0,0
"CPV",1968,0,0,0
"CMR",1968,0,0,0
"CAN",1968,1,1,1
"TCD",1968,0,0,0
"CHL",1968,0,0,0
"CHN",1968,1,1,1
"COL",1968,0,0,0
"CRI",1968,0,0,0
"HRV",1968,0,0,0
"CUB",1968,0,0,0
"CZE",1968,0,0,0
"DNK",1968,1,1,1
"DJI",1968,0,0,0
"DOM",1968,0,0,0
"ECU",1968,0,0,0
"GNQ",1968,0,0,0
"EST",1968,0,0,0
"ETH",1968,1,1,1
"FIN",1968,0,0,0
"FRA",1968,1,1,1
"GAB",1968,0,0,0
"DEU",1968,0,0,0
"GHA",1968,0,0,0
"GRC",1968,0,0,0
"GTM",1968,0,0,0
"GIN",1968,0,0,0
"GNB",1968,0,0,0
"GUY",1968,0,0,0
"HND",1968,0,0,0
"HUN",1968,1,0,1
"IND",1968,1,1,1
"IDN",1968,0,0,0
"IRQ",1968,0,0,0
"IRL",1968,0,0,0
"ITA",1968,0,0,0
"JAM",1968,0,0,0
"JPN",1968,0,1,1
"JOR",1968,0,0,0
"KAZ",1968,0,0,0
"KEN",1968,0,0,0
"KWT",1968,0,0,0
"LVA",1968,0,0,0
"LBN",1968,0,0,0
"LBR",1968,0,0,0
"LBY",1968,0,0,0
"LTU",1968,0,0,0
"LUX",1968,0,0,0
"MDG",1968,0,0,0
"MYS",1968,0,0,0
"MLI",1968,0,1,1
"MLT",1968,0,0,0
"MRT",1968,0,0,0
"MUS",1968,0,0,0
"MEX",1968,0,0,0
"MAR",1968,0,0,0
"MOZ",1968,0,0,0
"NAM",1968,0,0,0
"NPL",1968,0,0,0
"NLD",1968,0,0,0
"NZL",1968,0,0,0
"NIC",1968,0,0,0
"NER",1968,0,0,0
"NGA",1968,0,1,1
"NOR",1968,0,0,0
"OMN",1968,0,0,0
"PAK",1968,1,0,1
"PAN",1968,0,0,0
"PRY",1968,1,0,1
"PER",1968,0,0,0
"PHL",1968,0,0,0
"POL",1968,0,0,0
"PRT",1968,0,0,0
"QAT",1968,0,0,0
"ROU",1968,0,0,0
"RUS",1968,0,0,0
"RWA",1968,0,0,0
"SEN",1968,1,0,1
"SLE",1968,0,0,0
"SGP",1968,0,0,0
"SVN",1968,0,0,0
"ZAF",1968,0,0,0
"ESP",1968,0,0,0
"LKA",1968,0,0,0
"SDN",1968,0,0,0
"SWE",1968,0,0,0
"CHE",1968,0,0,0
"SYR",1968,0,0,0
"THA",1968,0,0,0
"TGO",1968,0,0,0
"TTO",1968,0,0,0
"TUN",1968,0,0,0
"UGA",1968,0,0,0
"UKR",1968,0,0,0
"ARE",1968,0,0,0
"URY",1968,0,0,0
"VNM",1968,0,0,0
"ZMB",1968,0,0,0
"ZWE",1968,0,0,0
"ALB",1969,0,0,0
"DZA",1969,1,1,1
"AGO",1969,0,0,0
"ARG",1969,0,0,0
"AUS",1969,0,0,0
"AUT",1969,0,0,0
"AZE",1969,0,0,0
"BHR",1969,0,0,0
"BGD",1969,0,0,0
"BLR",1969,0,0,0
"BEL",1969,0,0,0
"BEN",1969,0,0,0
"BIH",1969,0,0,0
"BWA",1969,0,0,0
"BRA",1969,0,1,1
"BGR",1969,0,0,0
"BFA",1969,0,0,0
"BDI",1969,0,0,0
"CPV",1969,0,0,0
"CMR",1969,0,0,0
"CAN",1969,0,1,1
"TCD",1969,0,0,0
"CHL",1969,0,0,0
"CHN",1969,1,1,1
"COL",1969,1,0,1
"CRI",1969,0,0,0
"HRV",1969,0,0,0
"CUB",1969,0,0,0
"CZE",1969,0,0,0
"DNK",1969,0,1,1
"DJI",1969,0,0,0
"DOM",1969,0,0,0
"ECU",1969,0,0,0
"GNQ",1969,0,0,0
"EST",1969,0,0,0
"ETH",1969,0,1,1
"FIN",1969,1,0,1
"FRA",1969,1,1,1
"GAB",1969,0,0,0
"DEU",1969,0,0,0
"GHA",1969,0,0,0
"GRC",1969,0,0,0
"GTM",1969,0,0,0
"GIN",1969,0,0,0
"GNB",1969,0,0,0
"GUY",1969,0,0,0
"HND",1969,0,0,0
"HUN",1969,1,1,1
"IND",1969,0,1,1
"IDN",1969,0,0,0
"IRQ",1969,0,0,0
"IRL",1969,0,0,0
"ITA",1969,0,0,0
"JAM",1969,0,0,0
"JPN",1969,0,0,0
"JOR",1969,0,0,0
"KAZ",1969,0,0,0
"KEN",1969,0,0,0
"KWT",1969,0,0,0
"LVA",1969,0,0,0
"LBN",1969,0,0,0
"LBR",1969,0,0,0
"LBY",1969,0,0,0
"LTU",1969,0,0,0
"LUX",1969,0,0,0
"MDG",1969,0,0,0
"MYS",1969,0,0,0
"MLI",1969,0,0,0
"MLT",1969,0,0,0
"MRT",1969,0,0,0
"MUS",1969,0,0,0
"MEX",1969,0,0,0
"MAR",1969,0,0,0
"MOZ",1969,0,0,0
"NAM",1969,0,0,0
"NPL",1969,1,0,1
"NLD",1969,0,0,0
"NZL",1969,0,0,0
"NIC",1969,0,0,0
"NER",1969,0,0,0
"NGA",1969,0,0,0
"NOR",1969,0,0,0
"OMN",1969,0,0,0
"PAK",1969,1,1,1
"PAN",1969,0,0,0
"PRY",1969,1,1,1
"PER",1969,0,0,0
"PHL",1969,0,0,0
"POL",1969,0,0,0
"PRT",1969,0,0,0
"QAT",1969,0,0,0
"ROU",1969,0,0,0
"RUS",1969,0,0,0
"RWA",1969,0,0,0
"SEN",1969,1,1,1
"SLE",1969,0,0,0
"SGP",1969,0,0,0
"SVN",1969,0,0,0
"ZAF",1969,0,0,0
"ESP",1969,1,0,1
"LKA",1969,0,0,0
"SDN",1969,0,0,0
"SWE",1969,0,0,0
"CHE",1969,0,0,0
"SYR",1969,0,0,0
"THA",1969,0,0,0
"TGO",1969,0,0,0
"TTO",1969,0,0,0
"TUN",1969,0,0,0
"UGA",1969,0,0,0
"UKR",1969,0,0,0
"ARE",1969,0,0,0
"URY",1969,0,0,0
"VNM",1969,0,0,0
"ZMB",1969,1,0,1
"ZWE",1969,0,0,0
"ALB",1970,0,0,0
"DZA",1970,0,1,1
"AGO",1970,0,0,0
"ARG",1970,0,0,0
"AUS",1970,0,0,0
"AUT",1970,0,0,0
"AZE",1970,0,0,0
"BHR",1970,0,0,0
"BGD",1970,0,0,0
"BLR",1970,0,0,0
"BEL",1970,0,0,0
"BEN",1970,0,0,0
"BIH",1970,0,0,0
"BWA",1970,0,0,0
"BRA",1970,0,0,0
"BGR",1970,0,0,0
"BFA",1970,0,0,0
"BDI",1970,1,0,1
"CPV",1970,0,0,0
"CMR",1970,0,0,0
"CAN",1970,0,0,0
"TCD",1970,0,0,0
"CHL",1970,0,0,0
"CHN",1970,1,1,1
"COL",1970,1,1,1
"CRI",1970,0,0,0
"HRV",1970,0,0,0
"CUB",1970,0,0,0
"CZE",1970,0,0,0
"DNK",1970,0,0,0
"DJI",1970,0,0,0
"DOM",1970,0,0,0
"ECU",1970,0,0,0
"GNQ",1970,0,0,0
"EST",1970,0,0,0
"ETH",1970,0,0,0
"FIN",1970,1,1,1
"FRA",1970,1,1,1
"GAB",1970,0,0,0
"DEU",1970,0,0,0
"GHA",1970,0,0,0
"GRC",1970,0,0,0
"GTM",1970,0,0,0
"GIN",1970,0,0,0
"GNB",1970,0,0,0
"GUY",1970,0,0,0
"HND",1970,0,0,0
"HUN",1970,0,1,1
"IND",1970,0,0,0
"IDN",1970,0,0,0
"IRQ",1970,0,0,0
"IRL",1970,0,0,0
"ITA",1970,0,0,0
"JAM",1970,0,0,0
"JPN",1970,0,0,0
"JOR",1970,0,0,0
"KAZ",1970,0,0,0
"KEN",1970,0,0,0
"KWT",1970,0,0,0
"LVA",1970,0,0,0
"LBN",1970,0,0,0
"LBR",1970,0,0,0
"LBY",1970,0,0,0
"LTU",1970,0,0,0
"LUX",1970,0,0,0
"MDG",1970,0,0,0
"MYS",1970,0,0,0
"MLI",1970,0,0,0
"MLT",1970,0,0,0
"MRT",1970,0,0,0
"MUS",1970,0,0,0
"MEX",1970,0,0,0
"MAR",1970,0,0,0
"MOZ",1970,0,0,0
"NAM",1970,0,0,0
"NPL",1970,1,1,1
"NLD",1970,0,0,0
"NZL",1970,0,0,0
"NIC",1970,1,0,1
"NER",1970,0,0,0
"NGA",1970,0,0,0
"NOR",1970,0,0,0
"OMN",1970,0,0,0
"PAK",1970,0,1,1
"PAN",1970,0,0,0
"PRY",1970,0,1,1
"PER",1970,0,0,0
"PHL",1970,0,0,0
"POL",1970,1,0,1
"PRT",1970,0,0,0
"QAT",1970,0,0,0
"ROU",1970,0,0,0
"RUS",1970,0,0,0
"RWA",1970,0,0,0
"SEN",1970,0,1,1
"SLE",1970,1,0,1
"SGP",1970,0,0,0
"SVN",1970,0,0,0
"ZAF",1970,0,0,0
"ESP",1970,1,1,1
"LKA",1970,0,0,0
"SDN",1970,0,0,0
"SWE",1970,0,0,0
"CHE",1970,0,0,0
"SYR",1970,1,0,1
"THA",1970,0,0,0
"TGO",1970,0,0,0
"TTO",1970,0,0,0
"TUN",1970,0,0,0
"UGA",1970,0,0,0
"UKR",1970,0,0,0
"ARE",1970,0,0,0
"URY",1970,0,0,0
"VNM",1970,0,0,0
"ZMB",1970,1,1,1
"ZWE",1970,0,0,0
"ALB",1971,0,0,0
"DZA",1971,0,0,0
"AGO",1971,0,0,0
"ARG",1971,1,0,1
"AUS",1971,0,0,0
"AUT",1971,0,0,0
"AZE",1971,0,0,0
"BHR",1971,0,0,0
"BGD",1971,0,0,0
"BLR",1971,0,0,0
"BEL",1971,1,0,1
"BEN",1971,0,0,0
"BIH",1971,0,0,0
"BWA",1971,0,0,0
"BRA",1971,0,0,0
"BGR",1971,0,0,0
"BFA",1971,0,0,0
"BDI",1971,1,1,1
"CPV",1971,0,0,0
"CMR",1971,0,0,0
"CAN",1971,0,0,0
"TCD",1971,0,0,0
"CHL",1971,0,0,0
"CHN",1971,1,1,1
"COL",1971,0,1,1
"CRI",1971,0,0,0
"HRV",1971,0,0,0
"CUB",1971,0,0,0
"CZE",1971,0,0,0
"DNK",1971,0,0,0
"DJI",1971,0,0,0
"DOM",1971,0,0,0
"ECU",1971,0,0,0
"GNQ",1971,0,0,0
"EST",1971,0,0,0
"ETH",1971,0,0,0
"FIN",1971,0,1,1
"FRA",1971,1,1,1
"GAB",1971,0,0,0
"DEU",1971,0,0,0
"GHA",1971,0,0,0
"GRC",1971,0,0,0
"GTM",1971,0,0,0
"GIN",1971,0,0,0
"GNB",1971,0,0,0
"GUY",1971,0,0,0
"HND",1971,0,0,0
"HUN",1971,0,0,0
"IND",1971,0,0,0
"IDN",1971,0,0,0
"IRQ",1971,0,0,0
"IRL",1971,0,0,0
"ITA",1971,1,0,1
"JAM",1971,0,0,0
"JPN",1971,1,0,1
"JOR",1971,0,0,0
"KAZ",1971,0,0,0
"KEN",1971,0,0,0
"KWT",1971,0,0,0
"LVA",1971,0,0,0
"LBN",1971,0,0,0
"LBR",1971,0,0,0
"LBY",1971,0,0,0
"LTU",1971,0,0,0
"LUX",1971,0,0,0
"MDG",1971,0,0,0
"MYS",1971,0,0,0
"MLI",1971,0,0,0
"MLT",1971,0,0,0
"MRT",1971,0,0,0
"MUS",1971,0,0,0
"MEX",1971,0,0,0
"MAR",1971,0,0,0
"MOZ",1971,0,0,0
"NAM",1971,0,0,0
"NPL",1971,0,1,1
"NLD",1971,0,0,0
"NZL",1971,0,0,0
"NIC",1971,1,1,1
"NER",1971,0,0,0
"NGA",1971,0,0,0
"NOR",1971,0,0,0
"OMN",1971,0,0,0
"PAK",1971,0,0,0
"PAN",1971,0,0,0
"PRY",1971,0,0,0
