Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Algeria,DZA,0.254196613039328,0.314753141902234,0.427039949647696,0.382587437708857,0.414819808828625,0.491152211167111,0.721648354313415,0.508916486832056,0.632777159338741,0.470471726874241,0.29121687605806,0.255945929207127,0.24608003183097,0.167011835510265,0.179690702278308,0.309061621803374,0.251775038423141,0.165401420227525,..,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Andorra,AND,2.19826613149543,2.32001965157747,2.14867273955292,2.35995314121409,2.56704139737746,2.18896354486335,1.82200271689541,2.86275108752025,3.61329476605585,2.87709545495436,4.28346709428229,3.45045818590949,3.60900357806592,3.23080975672319,3.9969773546561,4.50860643403967,2.4287686353391,2.65224401857042,3.21302764493708,3.61898604647194,1.96973650891559,3.37964936679901,1.30285025291511,1.77400635480091,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Angola,AGO,..,..,..,..,..,..,..,2.6754262387962,1.91922873173295,2.00203147222072,2.03762931763898,1.82030992184898,1.56671577949772,1.70731149604581,2.18366735941927,3.24392135052176,3.5430584083964,3.2888111877969,2.9599977992618,3.54452524881699,5.37285733742943,4.73446732916134,4.13015252901342,4.34074978568308,4.35688565012152,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Antigua and Barbuda,ATG,6.46433432489683,..,..,..,..,1.5747754095473,..,0.54754745232019,..,6.14438097066872,1.77617053610648,1.98029913853413,2.70235544410556,30.9908270679986,17.5317077380815,15.6204515801356,7.50610085291906,7.27206580468804,0.307319818753686,0,7.38825540755649E-05,0.514114116333737,0,0,0.482961925425427,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Argentina,ARG,2.95260482914875,3.05270707923539,3.86643385692681,3.00518542990703,3.91732292241496,3.21539774249875,4.22283436478006,3.81560735354694,3.20115086300142,3.75718173585009,4.2913752113995,3.93876593149719,4.06073948658929,3.17808809731559,3.26437711403037,2.74931567838647,3.21486753032155,3.19025791652857,0.475460975897366,0.440466498242655,0.217988929465899,0.0559330328460208,0.279738031699619,0.39379723312782,0.170904833823205,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Armenia,ARM,25.7575724877869,27.4245575233752,14.445423781967,19.2133766077605,21.287034246159,9.40870946056114,23.5372102420667,31.4565241791176,28.548310685311,44.0860659129662,50.7772242753667,47.3695609850977,40.221886097324,37.4789355590973,35.230494315673,40.9761824108989,34.6664941240264,39.4460702351596,33.9061842659703,36.1418001345159,36.820585926971,39.6480325509172,21.8592963976107,14.7119096760444,16.1462440928624,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Aruba,ABW,0.0217232356540141,0.184955756611719,0.111562661455705,0.105130154944915,0.0886561304133523,0.097091478446803,0.349718425137364,0.603313301445307,1.70076889286821,0.173127115119192,0.203725059530665,1.29325828901818,1.9733066698771,1.82475490320263,2.58868403929088,4.37936083511966,12.8205281680644,17.1621313741709,6.46186099415558,5.64271256444269,4.16334665433535,3.68467599944075,6.71883194281519,6.76571849783155,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Australia,AUS,19.6274302028013,19.3343557016681,18.2467566917432,18.5657879828597,19.8156853732279,23.0063825416372,27.362988550363,29.0846590114225,27.8135739734934,27.6964739947355,33.9592479625193,36.6251497222705,34.1293825867081,38.2226138969482,37.0261770580942,32.1805032494418,31.5276869213515,31.3992387696894,29.7317933529164,34.4951798416859,40.6984142625159,42.8423223013758,30.1757700607275,35.3042339341114,34.1553248854625,34.6431987175618
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Austria,AUT,2.53427616898314,2.41501424519314,2.24138777755563,2.51799343005021,2.60321583463051,2.70396684717196,3.27475544453107,3.35847359103035,3.37659472741913,3.07543478256446,3.83863185955932,3.82212306620259,3.72523120716525,3.23948473319676,3.07965916100777,3.27015967706261,3.14265791076177,3.39543254731648,3.1315905069502,2.90741836568379,2.99075729896985,3.46976797539861,3.44223633456495,3.02826727077609,3.27026243038932,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Azerbaijan,AZE,2.92723668979789,0.998665830465038,0.832718306060542,2.31054578108109,2.80245606627803,3.66815156425269,3.77277718486295,2.81091859291466,0.403601395200117,0.273775066472502,0.118246246777953,0.194087430095086,0.704493440603918,0.487873498318595,0.512269048937149,0.863908492008998,1.0959919101039,1.21424571242954,0.918083805378015,0.999163914865887,1.29170993599265,1.24163681141355,0.777041765952475,0.762659458805416,1.02707733667075,1.52277391038872
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,"Bahamas, The",BHS,5.74838688204421,8.61411856074836,8.74815547963699,11.2866119677956,9.05397782679463,5.48614661750262,3.98151689997822,11.2620270954477,10.9131436511875,9.60552528438173,11.0364205028879,8.99902391346606,6.7123021045359,6.25530292536778,9.52541435386065,10.2197928434957,2.04009425862707,2.45879849006135,3.55557414413161,2.98715618125877,5.82212549845937,4.85042588918349,21.2250014640383,25.7722064329118,16.0508789788562,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bahrain,BHR,16.171774669641,19.6253201675694,17.4608099674132,17.2730286341837,15.3212359978619,15.2279471863808,13.8293818588166,10.8142981960867,17.0844162960393,15.3644145121216,18.0993102406196,21.4450767553946,21.0929435373761,18.3403450533954,15.091486540845,22.8877066172616,28.0139463125409,24.8675918731589,22.7763946036025,23.7550562090269,31.1602640812126,41.522451201791,44.1100396241829,62.3200686306776,64.7786518591568,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bangladesh,BGD,0.0141371379781013,0.00875724890827912,0.0410228945664486,0.0234516661687324,0.159890241832099,0.197936065954641,0.334982177296064,0.425047394742913,0.326725359622683,0.331266388916683,0.461533261380147,0.448393262306309,0.417876025550295,0.314194015485004,..,0.171611767409981,0.199272689588463,0.27752243063948,0.293795364051544,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Barbados,BRB,0.226439018876371,0.134232546724927,0.267299366235007,0.248965013559044,0.90613929572652,1.04846695480096,1.50545438389599,2.35329767281046,2.70525018431841,1.61300099265184,1.01756538281327,1.02356517998682,0.770534088698877,0.969629793579988,1.24356355057018,0.992124595163528,0.699242972272679,0.744969770357196,1.43572166566511,1.52044437203694,2.77842723237982,2.62466513476253,3.7291549541843,6.72142012750725,7.62916158715904,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Belarus,BLR,0.75144259512848,0.88712868310444,1.33298931592816,0.981971061661872,0.734917886077151,0.531004118882829,0.492787628898696,0.654563966483715,0.50992269282586,0.594920082534629,0.704441491780973,0.59268245732263,0.612967215433543,0.912586019560614,0.862393216943491,0.924685139506525,1.23443353839957,1.24287299184423,1.09428113528576,1.19713012809201,1.25760287868434,1.14504386655469,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Belgium,BEL,2.79025209509763,2.59095200263024,2.25101082413828,2.11990649413701,2.52377003609957,2.59857311443977,3.50468918414622,3.65372451520351,3.30904384994604,2.71486724599043,4.28571775446529,4.20088249123054,4.1306352162829,3.31591363730275,2.7948775193134,2.78669944994158,2.41418719107926,2.7066942443397,3.5123631521487,3.78378864789919,4.36795342800232,4.92750514871567,3.9270101316318,3.67137717060197,3.51802851603446,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Belize,BLZ,0.0126730598710664,0.0624424903267634,0.00276317488319871,0.000966603817149925,0.0158014912910243,0.0213526205113632,0.00030049612469423,0.00201298987487365,0.00489429493888928,0.000466900444325505,0.00016704211016779,0.00025566940342559,0.000720932903446682,0.0106100068352302,0.197689502696228,0.12295214623729,0.186814220100827,0.255115152435969,0.532374635412515,0.604867424732142,0.559066913235734,1.02940939359212,0.690884201579686,0.716152282718424,0.435202560735789,0.578463558546483
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Benin,BEN,0.0658852459178777,0.0960138375675408,0.113155802213012,0.168931912483678,0.374631626779775,0.549277174532844,0.642109709843069,1.16023297032455,1.78064272230666,0.717989245392386,0.99834562553885,3.57189559019471,2.23392683287111,2.87445918505393,4.37903960709347,1.93424573435646,2.334836574266,0.536547485699829,0.221962327295871,0.133769155928354,0.0730241971742847,0.19442028260652,0.357911777997014,0.262688240888072,0.0708610340008799,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,0.00381330277426609,0.396888618066497,0.0327944159423139,0.0332040967569467,0.0307067518424352,0.0490028841356867,0.025894247335234,0.0076735153629815,0.00491009500876803,0.00318518842677152,0.0323413065804343,0.0338841219569918,0.00379302354389126,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bhutan,BTN,..,..,..,..,..,8.37028143043405,11.682288440842,14.8806861198291,1.30154272797893,10.2339953444031,21.9335876606203,21.4084610573437,11.5094290221172,..,..,..,15.2900564619917,17.1860065542424,20.7580663311228,33.939135678699,23.0631201264381,..,21.9845199576436,28.198015003149,..,25.9975941717936
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bolivia,BOL,23.1026067009569,18.2065420131146,18.5272050685105,17.6932791680357,18.5649435013146,16.3854420918351,22.0373220569285,26.2629671426936,25.8817263896327,31.9678407586727,32.876655560038,34.4913812656436,22.3428743824272,20.5196465688681,19.8526075048587,24.2831109200154,32.6279589961985,34.6200209998608,31.649587526274,28.7308578790733,26.9900375271782,30.7299289920912,26.7709560207193,29.5215239053543,43.5898503549869,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bosnia and Herzegovina,BIH,..,..,..,14.1458087590531,16.9822050440838,22.5414758916863,20.4268467439523,17.5666810984185,15.0294476539482,10.7185151072861,14.3518293177313,14.7489634570659,13.8812201411414,11.2081708994328,9.98664989459744,9.04626554805388,7.31568328422097,8.6133788945846,8.79749238974213,6.95031546125849,5.5054757533271,9.55607236207608,11.0691116965748,7.01678771456472,8.26696745615403,9.70220134578208
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Botswana,BWA,6.96948854260272,5.48060046066201,4.91441317938724,10.7245002172124,11.2106514139581,11.4506030201838,16.6329202962184,23.2177835575531,18.9550650392239,15.7011045706592,14.8128125013666,8.65765255185259,9.36861731308661,9.17675940466915,6.87842773234643,7.23455616795649,4.03406783470444,2.5686042046248,1.01152178764121,0.782897705093807,1.48964248285021,2.50339632023003,4.93737697816672,10.746517291364,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Brazil,BRA,10.1135110678242,8.59153360869163,8.74037070967909,8.53329654962629,8.93935202180293,10.0039567544992,11.5153137673912,11.824211244797,12.9310514381352,12.5107496684766,18.1365432959484,20.1070531698883,16.3040965781489,17.5580001748735,15.4956460079532,12.1341102758254,11.7957523334983,13.0831098475533,12.6374485933875,14.1508177854909,16.15139770501,19.7712118224733,11.9487430335173,12.3830665434344,12.6428158614818,12.2050024227843
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Brunei Darussalam,BRN,..,0.00123871590232952,0,0.000749943140981633,0.117652360794579,..,0.115295319261917,0.0918781888801317,0.0855337580516146,0.0790415209183255,0.154269766795549,0.0906380106381912,0.105984266942402,0.0948178122853143,0.109636732551252,0.160154124555056,0.319455885689357,0.256823962524456,0.0003529183229291,0.329762097085723,0.0754568825427551,0.26096019044916,0.204665223177887,0.151145042609978,0.137017534092583,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Bulgaria,BGR,12.6697832453913,10.5849429718236,9.77907729735915,10.2773692422357,12.4085273371493,14.2274001792765,20.1509339985827,17.7706799962176,16.6980369422908,14.9950206940799,16.8658433297609,18.7636942529551,17.1531973742066,15.9566320700464,14.6635303250958,14.0130966871205,11.488830046822,14.1761487545018,14.0561046130611,12.7794276047779,14.7513336995357,15.2812134441165,13.122072543618,12.6457286634428,15.6388377530089,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Burkina Faso,BFA,0.0318199563243219,0.0435813812570503,0.0505931759200546,0.0213163134052237,0.151539848392103,0.326762715126647,..,0.178953782654883,0.211108783463173,0.273755032434139,0.491640973412152,0.32271966861051,0.104225183245606,1.0683296718819,3.91985632282814,2.64907973391541,3.70052450116218,5.87685117621051,5.856068296676,4.9165872152444,2.68969335407012,3.43899283581014,1.43528940684307,0.322414970435841,0.247414696660435,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Burundi,BDI,0.737869180478963,8.7508610906579,2.97646720941016,0.631444165985592,0.731753556244,1.34042996357413,2.12838853762094,2.06294116618935,5.27097031201033,3.59246932143744,4.64547000400198,5.71370430932496,7.47997046218224,5.34548600287672,2.69896464662459,2.14053054373925,3.86878972252472,5.67385991330614,8.70085637837147,7.82145535592867,5.87353339721305,10.216274425957,4.02652903670665,1.90126959438202,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cabo Verde,CPV,0,..,0.041923266103174,0.0146357785407712,0.0928992909305998,0.0246615055571856,0.252610584713906,0,..,0.665352818458037,0.886651706391125,0.942327818292646,8.96488802989324E-05,0.195153427652698,0.00132697365972209,0.000751167785340548,0.000624574643130971,0.000450583027402477,0.00728704497851126,0.162556583851755,0.000900344434486032,0.173682604274348,0.00576283024949212,5.83139625688506E-05,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cambodia,KHM,0.00539369854205809,0.0017778600611389,0.000592878337197222,0.0199753195594025,0.0072995346803209,0.0149248014869918,0.027667968493213,0.121352039392554,2.78724412660386,0.760522378035563,0.130283280576471,0.0803694500061509,0.157583279131326,0.24245728980932,0.259411640523026,0.124488903858139,0.127397850611072,0.28104413339852,0.273950400208494,0.488076414316141,0.558161545736656,1.17918260132275,1.11698274839515,2.39994779110805,2.32384862542691,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cameroon,CMR,5.59191006685656,5.37432241460935,4.32423576866907,4.15754299713749,5.06553789677676,4.78205402791316,4.90759445036331,6.16185982086304,12.7081290276679,7.39040789002304,3.60510444872873,6.44601946508511,2.13266836486717,2.07848274318292,3.963613992554,4.57387519048093,7.2820530562766,5.59093811728154,3.6994540520828,2.87678049882067,3.30322583764507,2.0203363785866,1.70198514355599,2.21406928262342,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Canada,CAN,4.61309970982318,4.5763397781131,4.44360609524797,4.45212340428914,5.46924018318962,5.85003684469677,7.96768372439263,9.24435217999991,8.25104308459543,7.10416068916213,7.99427194909637,8.7097407762028,7.27699468961734,6.97314384892527,7.06901814566853,7.07782826449341,6.85096938677528,7.31666886721892,7.53044628928381,6.52600997886215,7.70223671673035,8.29415109423537,7.20264166838275,6.86872537579518,7.21859335754214,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.0539376234006,17.7054489449611,10.0991050334533,5.56449812338449,3.80799663867728,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Central African Republic,CAF,7.56487393143999,20.2036330785047,21.7486667328819,36.5638934976707,36.7893669865716,17.7717761821553,15.7146700640248,26.576755668597,35.656003903309,61.6353148967196,57.8317269539369,60.6801604344611,57.8085217674326,45.7112889245984,0.293929465526799,0.0123609137787959,2.19732333466574,3.71771062746912,13.9117395814817,4.84862130405419,16.7055945931343,19.9483943864465,12.20271544904,12.6689665953919,6.31887204148749,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Chile,CHL,44.5230597731378,40.693103600054,40.5582790018529,41.0324638250931,52.8933113223763,56.3235896677862,62.5205610453167,64.309994713649,55.7247442835048,58.2801559676936,63.2866711696578,60.7043853671838,59.1484541659561,56.5992316305558,54.4938258485244,52.3409634632125,50.4034333744308,54.0633105038381,52.4217199941519,51.3740514871807,57.372617205842,62.2188844607438,49.8300184342932,52.0026997226168,56.1402892229553,57.1421752973795
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,China,CHN,1.83767957725455,1.74535415424609,1.57791210521067,1.59380319283648,1.89169429050215,1.79072067915524,2.15043213751421,1.798056229728,1.64162254167846,1.16055322491633,1.35551382378782,1.43198201047339,1.22562185968402,1.17807626251683,1.24906371312883,1.17086953037954,1.12761789812447,1.20473204723595,1.32756116052616,1.26063099024319,1.12206922684085,1.38279589662737,1.51241196259416,1.32245246342569,1.5142975856954,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Colombia,COL,0.663275879909817,0.810077376530152,0.825699801958899,1.01255652251846,1.2620352687624,1.34002058452425,2.38449374633024,2.34100721501799,1.99773759376982,1.57475366846857,1.5548615358086,1.18351924617809,1.08359471000988,1.09600943006824,0.968201673645253,1.26412035679976,1.16347146041294,1.24583665497229,1.19144344591569,1.04528557470578,1.30101834218228,1.65857830550253,1.40491616097376,1.77130475609424,1.83962796660093,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Comoros,COM,0.00423400451590008,0.00524507584340624,0.00208806695434875,..,0.66520249263739,0.149600348390232,..,..,0.522391765016685,0.0372923820621511,0.813905646134158,0.847733671298026,0.110774025742152,0.0203651863526018,0.0618031951656029,0.0444425057124696,0.0166783171742393,0.126857513563295,0.0877257182600293,0.318173040040997,0.75010829723588,6.54854738738506,0.517962654358925,1.23197156881377,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.6893964675775,69.2768524098617,56.5053710280869,45.2313432845268,67.1352960154318,74.1476837170452,71.0236615792102,83.1096927962329,76.344497695925,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,"Congo, Rep.",COG,..,..,..,..,..,..,..,0.0364830291043684,0.0282945243019541,0.0186792596942976,0.0210088059797555,0.0193554921266908,0.0140743008856092,0.0146800156868154,0.0136861319359873,0.0120404843620738,0.0184843607142912,2.28755494586862,0.927424742561132,1.55912218977186,0.831440752613757,4.64029512490845,1.43657443739868,1.19935592976496,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Costa Rica,CRI,0.760437542106638,0.808246722992823,0.814737294693017,0.711479995835235,1.03354286931436,1.16819915002574,1.58636848850852,1.45732403864289,1.40820985107273,0.736285165169548,1.14213447976051,1.47558229776724,2.33207214786887,1.46279654613949,1.60539880440734,1.21795803880745,1.09214883019012,1.33459998968336,1.43490019554813,1.37490331980926,1.42269448012349,1.65528808128059,1.45143574332589,1.50937140629287,1.39829772346223,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cote d'Ivoire,CIV,0.168600313289144,0.213893623604401,0.163403618117846,0.157326473164042,0.233205505010063,0.212418475709056,0.160241811029383,0.380226862544706,0.642278457684634,0.403566085971238,0.313152551679008,0.189149965439685,0.235680858964045,0.340950280192448,0.434254556183484,0.225931899206963,0.182949942529029,0.533847337852105,1.12444850636875,1.41087055742866,1.43286910395292,1.01844264392404,1.10726007801245,0.932912891480029,0.7696455104056,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Croatia,HRV,3.02217894548663,2.66229103665213,2.59431082175214,2.27026881473396,3.40409153854028,3.77534154653081,4.38216596713458,4.58755890470055,4.29179270428804,3.62799684712098,4.50785404777907,5.16768820989798,5.19459070846999,4.42951200166939,3.69162990852728,2.82004732437204,2.80371526734313,3.80140504044553,3.88320618536719,4.05184800780586,4.38530028892353,4.9656928362241,4.48865562382228,4.01353681138671,4.33865937994052,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Cuba,CUB,37.2739389979455,29.1802983008979,32.709320892927,39.0646672561117,47.6538390881152,48.7993777218892,2.06230300373913,..,..,..,..,..,..,..,..,..,23.2150531133196,1.99053387712111,7.22286231925514,38.463494720428,43.1269888701656,49.0118080736196,53.4234884310835,..,..,..
Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
